Date,Close,volume_change,price_to_sma20,sp500_return,return_5d,sma_5,return_1d,volatility_5d,price_to_sma5,volume_ratio,oil_price,gap,sma_20,volatility_20d,sentiment_3d_avg,sentiment_5d_avg,cpi,Scaled_sentiment,industrial_output,target
2010-01-06,111.51000213623048,0.7576672224919265,0.022483477774648708,0.0005455206301101,0.010594139697408078,108.24199981689453,-0.0009108023746452476,0.012771753133785592,0.030191629172264013,1.2018375458592678,83.12,0.009206947714930074,109.0579990386963,0.014133997792856366,0.5000249999999999,0.5000249999999999,217.488,0.5000249999999999,89.1897,-0.006187807624317809
2010-01-07,110.81999969482422,-0.4552135746280307,0.01690249953929101,0.0040012018741766,0.03759189419967268,109.05,0.01649959196299955,0.011945495622127244,0.01623108385900249,0.6949391753335349,82.6,-0.003945856272773794,108.97799911499024,0.014667621637527094,0.5000249999999999,0.5000249999999999,217.488,0.5000249999999999,89.1897,0.0049630306196752905
2010-01-08,111.37000274658205,0.16787902834722046,0.022010374370541323,0.0028817272914287,0.03637893368134737,109.82799987792968,-0.006187807624317809,0.012256781022702591,0.014040161619680297,0.8581195021539908,82.74,0.006316521838746048,108.97149925231933,0.014083682205917205,0.5000249999999999,0.5000249999999999,217.488,0.5000249999999999,89.1897,0.013288997854356888
2010-01-11,112.8499984741211,0.08546298742969305,0.03534008804258882,0.0017467554316374,0.03783436101348725,110.64000091552734,0.0049630306196752905,0.012166929007121446,0.019974670465531443,0.9397747275059093,82.54,0.017688727150265236,108.99799957275391,0.01412369425975803,0.5000249999999999,0.5000249999999999,217.488,0.5000249999999999,89.1897,-0.020912721685971247
2010-01-12,110.48999786376952,0.6914507621862864,0.01274523126388322,-0.0093811661483642,0.027777735315049012,111.25,0.013288997854356888,0.009482172730366892,-0.00683147987622906,1.5887194635636952,80.79,-0.0041648314316186765,109.09949951171875,0.014415986196938685,0.5000249999999999,0.5000249999999999,217.488,0.5000249999999999,89.1897,0.00950315025847348
2010-01-13,111.54000091552734,-0.3141803677533873,0.021821593543434506,0.008325925658531,0.007201467069320344,111.40800018310547,-0.020912721685971247,0.01530840230294241,0.0011848406955059004,1.0787837136754728,79.66,0.0038917577472124282,109.15799942016602,0.014894133472105704,0.5000249999999999,0.5000249999999999,217.488,0.5000249999999999,89.1897,0.004393023666376061
2010-01-14,112.02999877929688,-0.08537523733386632,0.02569970809740685,0.0024264254383745,0.0002690232151569827,111.41399993896485,0.00950315025847348,0.013848142294883072,0.005528917736276266,0.9913691908301613,79.35,-0.00026895086113169195,109.2229995727539,0.014925971265825006,0.5000249999999999,0.5000249999999999,217.488,0.5000249999999999,89.1897,-0.01044361493969348
2010-01-15,110.86000061035156,-0.016530731536768095,0.014142754442383203,-0.0108231301598693,0.010918598518360856,111.65599975585937,0.004393023666376061,0.013443700956379694,-0.007129031554491412,0.9879496451734785,77.96,-0.006069805521603248,109.31399955749512,0.014946533767285884,0.41669166666666674,0.45002499999999995,217.488,0.250025,89.1897,0.005953418988644765
2010-01-19,111.5199966430664,-0.41852055525004583,0.020521121700671777,0.0124996265993635,-0.004579349229172358,111.55399932861329,-0.01044361493969348,0.01439737201566472,-0.00030480920228342803,0.6159628899452216,78.98,0.0008118017084174163,109.27749977111816,0.014890885696792028,0.3484641039101683,0.4090884623461009,217.488,0.2953423117305045,89.1897,-0.023134812404252192
2010-01-20,108.94000244140624,0.675073078466212,-0.0049914587281263715,-0.0105978296629707,-0.011785572432769564,111.28799896240234,0.005953418988644765,0.012893619648636178,-0.02109838026460836,1.056833345186421,77.42,-0.013898811594518192,109.48649978637695,0.01196601632296074,0.26513077057683493,0.3590884623461009,217.488,0.250025,89.1897,-0.014411599592799917
2010-01-21,107.37000274658205,0.46840034217279736,-0.01932664736380456,-0.0189449033897883,-0.014028377702336225,110.97799987792969,-0.023134812404252192,0.013708064947756138,-0.03251092230276508,1.540553784224108,75.84,-0.0042224993038719105,109.48600006103516,0.01279199619051764,0.2691949852017754,0.31152699112106513,217.488,0.2622176438748214,89.1897,-0.001862760291706178
2010-01-22,107.16999816894533,-0.059743518043839594,-0.021341121339431404,-0.0221409887643004,-0.037385674508854994,110.14400024414063,-0.014411599592799917,0.012483156731015143,-0.027001035631566417,1.4682496123194184,74.25,-0.004098001584714228,109.50700035095215,0.012520351882302994,0.3374225479582739,0.31152699112106513,217.488,0.5000249999999999,89.1897,0.002892648999578862
2010-01-25,107.4800033569336,-0.4547523554219107,-0.01895814039600534,0.0045980980127011,-0.043381243089415045,109.17200012207032,-0.001862760291706178,0.011241274482900057,-0.015498449815381425,0.8097462768417656,74.9,0.002519401670934695,109.55700035095215,0.012406053180877251,0.4207558812916072,0.3615269911210651,217.488,0.5000249999999999,89.1897,0.0007442705541653716
2010-01-26,107.55999755859376,-0.06843680163630161,-0.01864450314806874,-0.0042031995736809,-0.03048887998204075,108.49600067138672,0.002892648999578862,0.012281831812676995,-0.008627074795392058,0.7444984181731936,74.67,-0.005675480008367499,109.60350036621094,0.012398154200107057,0.5000249999999999,0.4024635287749643,217.488,0.5000249999999999,89.1897,-0.009576039444736839
2010-01-27,106.52999877929688,0.5454944661749519,-0.02768715337143807,0.0048801522109449,-0.03550931854084527,107.7040008544922,0.0007442705541653716,0.011173340676052398,-0.010900264297343901,1.1188898880968816,73.64,-0.0002789027517460406,109.56350021362304,0.011778341165767574,0.5000249999999999,0.45246352877496426,217.488,0.5000249999999999,89.1897,-0.0004693083914030227
2010-01-28,106.4800033569336,-0.11634771719170123,-0.027246743341933645,-0.0118177409595672,-0.022122302259040105,107.22200012207031,-0.009576039444736839,0.007298942223363072,-0.006920191418663789,0.9722526563572381,73.62,0.0061015820269137945,109.4625,0.011945416872577802,0.41669166666666674,0.45002499999999995,217.488,0.250025,89.1897,-0.004883586176437471
2010-01-29,105.95999908447266,0.20750986965505325,-0.03155933041748208,-0.0098291738280392,-0.008289087891233948,107.04400024414062,-0.0004693083914030227,0.004759976431786375,-0.010126687691002086,1.1381621466289913,72.85,-0.005634918149883482,109.41300010681152,0.01175275252962494,0.3374225479582739,0.40246352877496416,217.488,0.2622176438748214,89.1897,0.02255567582388429
2010-02-01,108.3499984741211,-0.2651488253742825,-0.009276333464978458,0.0142661088946718,-0.011290464730298821,106.8020004272461,-0.004883586176437471,0.004979699653115442,0.014494092251853429,0.8230363351827198,74.41,0.0064175189793431045,109.36450004577637,0.011749870748548464,0.2691949852017754,0.3615269911210651,217.281,0.2953423117305045,89.5046,0.007198881313165595
2010-02-02,109.12999725341795,-0.040914245834423824,-0.0026184609989814383,0.0129729483771849,0.008094483531958074,106.97599945068359,0.02255567582388429,0.012359893574394834,0.02013533702695032,0.7935962366340708,77.21,0.007475820945043643,109.41650009155273,0.012806294282445499,0.2876282532791583,0.3225869519674949,217.281,0.3053248042321487,89.5046,-0.003940257637661482
2010-02-03,108.6999969482422,-0.06290144274499376,-0.006244140813765946,-0.0054743114293386,0.01459650177073435,107.28999938964844,0.007198881313165595,0.012573710466520146,0.013141929039192425,0.7453745920271766,76.96,-0.000274890314779342,109.38299980163575,0.011775425666584927,0.3051625202640747,0.285546040933409,217.281,0.3148204448295705,89.5046,-0.03983435439949368
2010-02-04,104.37000274658205,1.9859854254397753,-0.04539340422432495,-0.0311406778880394,0.020369831914116565,107.7239990234375,-0.003940257637661482,0.011362700825934071,-0.03113508881271411,2.136443271418242,73.13,-0.017571261143864685,109.33299980163574,0.01180395848817699,0.2900567496872399,0.285546040933409,217.281,0.250025,89.5046,0.002970178695371306
2010-02-05,104.68000030517578,-0.18341714197124914,-0.03942151972539192,0.0028971189219608,-0.01981593298113049,107.30199890136718,-0.03983435439949368,0.0229959980728243,-0.024435692000496324,1.6601224324217156,71.15,-0.005844597051824252,108.97599983215332,0.014065804761353991,0.2756876962347974,0.285546040933409,217.281,0.2622176438748214,89.5046,-0.006113864996012963
2010-02-08,104.04000091552734,-0.47402523831250554,-0.04259723520961265,-0.0088632904934471,-0.012080018784036084,107.0459991455078,0.002970178695371306,0.023169407811612617,-0.028081369261586362,0.8703464238807906,71.87,-0.0025792571864661773,108.6689998626709,0.014112687569928192,0.3374225479582739,0.3264825785873081,217.281,0.5000249999999999,89.5046,0.01316803858637372
