Date,Close,sp500_return,price_to_sma5,price_to_sma20,return_1d,return_5d,volatility_5d,volatility_20d,gap,volume_change,oil_price,volume_ratio,sma_5,sentiment_5d_avg,sma_20,industrial_output,sentiment_3d_avg,unemployment_rate,Sentiment_gpt,fed_rate,Scaled_sentiment,cpi,target
2010-03-24,60.06999969482422,-0.0054933042070419,-0.015116750987745273,-0.01164083163180413,-0.0019711357502731897,-0.002462674868735526,0.005889941436394661,0.0064098013814039055,-0.0036207605675310363,-0.009462863367145524,80.29,0.7873376623376623,60.992000579833984,0.5000249999999999,60.77750034332276,90.1356,0.5000249999999999,9.9,3.0,0.16,0.5000249999999999,217.353,-0.0003329525198149108
2010-03-25,60.04999923706055,-0.0017041673383189,-0.01135990967721366,-0.011327357784507623,-0.011356133077186858,-0.020544629033297346,0.00583237705815052,0.0067635936220848585,0.0058265103362610884,-0.1094501718213059,80.25,0.7102189030865678,60.74000015258789,0.5000249999999999,60.738000297546385,90.1356,0.5000249999999999,9.9,3.0,0.16,0.5000249999999999,217.353,0.0013322536564714937
2010-03-26,60.130001068115234,0.0007377225995479,-0.006049967615808049,-0.008908763128027455,-0.0003329525198149108,-0.019911885287876352,0.005925939806531225,0.0063854294669794176,0.003330570615828091,-0.11171136407486015,79.75,0.6430356197597974,60.49599990844727,0.5000249999999999,60.67050018310547,90.1356,0.5000249999999999,9.9,3.0,0.16,0.5000249999999999,217.353,0.00016627841935146215
2010-03-29,60.13999938964844,0.0056832349643523,-0.003941841213064911,-0.008057279735005479,0.0013322536564714937,-0.009716734860451992,0.005542693176713813,0.006249858486248395,0.00016627841935138221,0.031928757602085245,81.92,0.6792742017348586,60.37799987792969,0.5000249999999999,60.62850017547608,90.1356,0.5000249999999999,9.9,3.0,0.16,0.5000249999999999,217.353,0.0004988157565901652
2010-03-30,60.16999816894531,4.265937281555665e-05,-0.0009962041133495215,-0.006325068936054889,0.00016627841935146215,-0.012155086489549327,0.005127845627651224,0.005605108455612681,0.002161640662364402,-0.10692485792464745,82.14,0.6245427796348714,60.22999954223633,0.5000249999999999,60.55300006866455,90.1356,0.5000249999999999,9.9,3.0,0.16,0.5000249999999999,217.353,-0.007644990833821752
2010-03-31,59.709999084472656,-0.0032728747486845,-0.006687523797436223,-0.012935501760057864,0.0004988157565901652,-0.00971033852676717,0.005299481699767065,0.005566581569063745,-0.0018281003656581123,0.2011312750412444,83.45,0.8447202498160192,60.11199951171875,0.5000249999999999,60.492499923706056,90.1356,0.5000249999999999,9.9,3.0,0.16,0.5000249999999999,217.353,0.007201479011370582
2010-04-01,60.13999938964844,0.0074138011482498,0.0016655563127344491,-0.005029456583170424,-0.007644990833821752,-0.005993018348268486,0.0036556327478604904,0.005250561112572126,0.00033495994088656605,0.035358292127776414,84.53,0.884080650620093,60.039999389648436,0.5000249999999999,60.4439998626709,90.4607,0.5000249999999999,9.9,3.0,0.2,0.5000249999999999,217.403,0.01130695563812778
2010-04-05,60.81999969482422,0.0079279908444673,0.012687739885027619,0.006770287288772386,0.007201479011370582,0.0014987536008550517,0.00528856476296275,0.005518691279449047,0.0031593356058289895,-0.1865595269681234,86.36,0.736025680817753,60.05799942016601,0.5000249999999999,60.410999870300294,90.4607,0.5000249999999999,9.9,3.0,0.2,0.5000249999999999,217.403,0.015126635781960829
2010-04-06,61.7400016784668,0.0016842957106795,0.025649587262880528,0.021880926912340417,0.01130695563812778,0.011475114160190314,0.0072775246243133185,0.006103935548240295,0.003781643265215292,0.6723824612087042,86.54,1.2190284047102298,60.19599914550781,0.5000249999999999,60.417999839782716,90.4607,0.5000249999999999,9.9,3.0,0.2,0.5000249999999999,217.403,-0.0003239465050201007
2010-04-07,61.720001220703125,-0.0058767071720416,0.019895591667076346,0.020646109409048888,0.015126635781960829,0.02660462761982929,0.009039995055649857,0.006962051961887922,-0.0014577283793511815,0.08584324761082174,85.64,1.307899346922886,60.51599960327148,0.5000249999999999,60.47150001525879,90.4607,0.5000249999999999,9.9,3.0,0.2,0.5000249999999999,217.403,-0.011989657547488375
2010-04-08,60.97999954223633,0.0033743417473361,0.0025318010073394634,0.0070849287243147895,-0.0003239465050201007,0.02576039719006995,0.009155932563584693,0.006580452908617413,-0.0019443088821875312,0.1473622087652673,85.17,1.470455244261969,60.82600021362305,0.5000249999999999,60.55100002288818,90.4607,0.5000249999999999,9.9,3.0,0.2,0.5000249999999999,217.403,0.0037717209570824473
2010-04-09,61.209999084472656,0.006683906562972,0.0021283362581427595,0.009932667175584546,-0.011989657547488375,0.02126947709322491,0.010740804201365847,0.007106999948522894,0.0009839516848381923,-0.37280554623728057,84.6,0.9400789740082997,61.08000030517578,0.5000249999999999,60.60799999237061,90.4607,0.5000249999999999,9.9,3.0,0.2,0.5000249999999999,217.403,-0.014050002012983676
2010-04-12,60.34999847412109,0.0017666094762833,-0.015401210008475196,-0.005331840043358988,0.0037717209570824473,0.017791814194936473,0.010615112092554438,0.007134629135205073,-0.005227899029741925,0.622642182207167,84.07,1.5099241504250362,61.294000244140626,0.5000249999999999,60.67349987030029,90.4607,0.5000249999999999,9.9,3.0,0.2,0.5000249999999999,217.403,-0.007622188833524168
2010-04-13,59.88999938964844,0.0006854008197059,-0.021405238731234726,-0.013059786551398155,-0.014050002012983676,-0.007727741253887754,0.011970321482378704,0.007840812368841493,-0.0021540556206261757,-0.07895488606148504,83.8,1.354601115960694,61.2,0.5000249999999999,60.68249988555908,90.4607,0.5000249999999999,9.9,3.0,0.2,0.5000249999999999,217.403,-0.004508272842132288
2010-04-14,59.619998931884766,0.0111500668516668,-0.0198915110875748,-0.01697459934734489,-0.007622188833524168,-0.029964402956334735,0.0075994239052587205,0.007885918631093032,-0.0016697023733544699,0.6135658729780025,85.62,2.0442702036078737,60.82999954223633,0.5000249999999999,60.64949989318848,90.4607,0.5000249999999999,9.9,3.0,0.2,0.5000249999999999,217.403,-0.009896010787621035
2010-04-15,59.02999877929688,0.0008425387276917,-0.022843905414500862,-0.025666436775301015,-0.004508272842132288,-0.034024663760277796,0.00702055236307119,0.0077806834658217,-0.003522292657411451,-0.14914758025165975,85.25,1.6726569823633286,60.40999908447266,0.5000249999999999,60.58499984741211,90.4607,0.5000249999999999,9.9,3.0,0.2,0.5000249999999999,217.403,0.0027104836645908126
2010-04-16,59.18999862670898,-0.0161265347444554,-0.013828729089411249,-0.02116753885521846,-0.009896010787621035,-0.031977710357128264,0.0066944441833822555,0.007785170025393968,-0.0011858325643194201,-0.053993465869595414,82.97,1.5314306612465363,60.019998931884764,0.5000249999999999,60.46999969482422,90.4607,0.5000249999999999,9.9,3.0,0.2,0.5000249999999999,217.403,0.00473057274016897
2010-04-19,59.470001220703125,0.0045213312527665,-0.002448967097237258,-0.014842765604096782,0.0027104836645908126,-0.03300115157616623,0.006293741451507295,0.007851087217179297,0.0016895132816110814,-0.2577291180630821,81.52,1.1471733038829632,59.61599884033203,0.5000249999999999,60.36599960327148,90.4607,0.5000249999999999,9.9,3.0,0.2,0.5000249999999999,217.403,0.00033631170931780474
2010-04-20,59.4900016784668,0.0080583407848495,0.0008412229026211967,-0.013490061607644302,0.00473057274016897,-0.014581562148594185,0.006393971456922332,0.007780047214350252,0.0038674884398061694,-0.08350038359690148,82.98,1.0318401237104784,59.439999389648435,0.5000249999999999,60.30349960327148,90.4607,0.5000249999999999,9.9,3.0,0.2,0.5000249999999999,217.403,0.0003361345184436093
2010-04-21,59.5099983215332,-0.0010189969053922,0.0025269284788859434,-0.012019811346708575,0.00033631170931780474,-0.006678873188480594,0.005901493399752859,0.007740230184600922,-0.001512861826333876,-0.180946723192828,82.78,0.8440103010884038,59.35999984741211,0.5000249999999999,60.23399963378906,90.4607,0.5000249999999999,9.9,3.0,0.2,0.5000249999999999,217.403,0.011930816992024917
2010-04-22,60.220001220703125,0.0022638793569429,0.014864024730254742,0.0008060558106287924,0.0003361345184436093,-0.0018450287206015492,0.005640183830569473,0.0077441593498009656,-0.004705071201380958,0.2955624423051564,82.89,1.078172070742267,59.337999725341795,0.5000249999999999,60.17149963378906,90.4607,0.5000249999999999,9.9,3.0,0.2,0.5000249999999999,217.403,-0.00033212317101039
2010-04-23,60.20000076293945,0.0071235200993795,0.010474025565310074,0.00034897643625886695,0.011930816992024917,0.020159282839484094,0.004794282438002442,0.007856580936751123,-0.0024908921095693533,0.022317225233478455,84.34,1.0810868994839986,59.57600021362305,0.5000249999999999,60.178999710083005,90.4607,0.5000249999999999,9.9,3.0,0.2,0.5000249999999999,217.403,-0.0021594861539481203
2010-04-26,60.06999969482422,-0.0042964480997613,0.0048847243270870875,-0.0019356515492051705,-0.00033212317101039,0.01706372967839065,0.005178017544792148,0.007856578233385772,0.0,-0.28446258774331656,84.2,0.7676439132054461,59.77800064086914,0.5000249999999999,60.186499786376956,90.4607,0.5000249999999999,9.9,3.0,0.2,0.5000249999999999,217.403,-0.01498254587067116
2010-04-27,59.16999816894531,-0.0233819452571498,-0.012154031230892863,-0.01684018964534906,-0.0021594861539481203,0.010089094699937906,0.005632385450001677,0.007867807076048358,0.0029965091741342314,0.3737215612606972,82.43,1.0328309412495504,59.89800033569336,0.5000249999999999,60.1834997177124,90.4607,0.5000249999999999,9.9,3.0,0.2,0.5000249999999999,217.403,-0.005408141029691227
2010-04-28,58.84999847412109,0.006462752419523,-0.01644551869656892,-0.021368607132160756,-0.01498254587067116,-0.005379114145113828,0.009569283587141066,0.008548617139100274,0.0021970774402265223,-0.12319886550685,83.22,0.8899810303257746,59.83399963378906,0.5000249999999999,60.134999656677245,90.4607,0.5000249999999999,9.9,3.0,0.2,0.5000249999999999,217.403,0.008496176940766986
2010-04-29,59.34999847412109,0.0129432280208421,-0.005895969853016514,-0.011969588335776153,-0.005408141029691227,-0.011090570761674856,0.009706386699376584,0.008604044337206032,0.002718774028218121,-0.16710951940850283,85.17,0.7380733005733006,59.70199966430664,0.5000249999999999,60.068999671936034,90.4607,0.5000249999999999,9.9,3.0,0.2,0.5000249999999999,217.403,-0.00454922746432973
2010-04-30,59.08000183105469,-0.0166476801097963,-0.007525824663956088,-0.016169552816137495,0.008496176940766986,-0.014447072881873968,0.008504282647709749,0.008711526891173662,-0.0037067803144389248,0.7201955752826132,86.07,1.2329866876112265,59.52799911499024,0.5000249999999999,60.05099964141846,90.4607,0.5000249999999999,9.9,3.0,0.2,0.5000249999999999,217.403,0.0038930185360188663
2010-05-03,59.310001373291016,0.0131205867818549,0.00010120809297324912,-0.01146702211590111,-0.00454922746432973,-0.01860463318422856,0.008397210224923712,0.008576578194433995,-0.0008463617164534666,-0.18330074384663453,86.19,0.9836873586438061,59.30399932861328,0.5000249999999999,59.99799976348877,91.7014,0.5000249999999999,9.6,3.0,0.2,0.5000249999999999,217.29,0.009610515623439175
2010-05-04,59.880001068115234,-0.0238384658450667,0.012307299971937885,-0.0007092290776435831,0.0038930185360188663,-0.012651878231966895,0.009086482373503575,0.00817408071637812,-0.008093062403004522,0.4923730068618255,82.73,1.4255064317778867,59.15199966430664,0.5000249999999999,59.92249984741211,91.7014,0.5000249999999999,9.6,3.0,0.2,0.5000249999999999,217.29,0.008016024276457756
2010-05-05,60.36000061035156,-0.0065865547286593,0.017978216376390917,0.00886687662575491,0.009610515623439175,0.011999373350370712,0.007082416312763209,0.007670905413677083,-0.0021710264829046077,0.06491680725083526,80.0,1.4738875796466304,59.294000244140626,0.5000249999999999,59.82949981689453,91.7014,0.5000249999999999,9.6,3.0,0.2,0.5000249999999999,217.29,-0.03860175294059043
2010-05-06,58.02999877929688,-0.0323534964113503,-0.026276962790251573,-0.02897351996301099,0.008016024276457756,0.025658490660700473,0.005808315959724459,0.0079594754764756,-0.023359838190099333,0.7356764564275398,77.18,2.375887994914658,59.59600067138672,0.550025,59.76149978637695,91.7014,0.5833583333333333,9.6,4.0,0.2,0.7500249999999999,217.29,-0.012407331055514947
2010-05-07,57.310001373291016,-0.0153082649980171,-0.03407940629290023,-0.038648612484811044,-0.03860175294059043,-0.022240938985024217,0.0199310145652403,0.01137168126807179,-0.002929487722235988,-0.1690125721444231,75.1,1.847061104950948,59.332000732421875,0.5975864712250356,59.61399974822998,91.7014,0.6626274520417261,9.6,3.951229424500714,0.2,0.7378323561251785,217.29,0.003664265912415754
2010-05-10,57.52000045776367,0.043974124451984,-0.024721085273533998,-0.03195946430091711,-0.012407331055514947,-0.02995938393545028,0.0202600901992404,0.011483412004490995,0.022858096792931968,-0.09775270009798964,76.89,1.6053885291618408,58.97800064086914,0.6385230088789348,59.4189998626709,91.7014,0.7308550147982246,9.6,3.8187307530779817,0.2,0.7047076882694954,217.29,0.007301776175292485
2010-05-11,57.93999862670898,-0.0033972920184899,-0.011600167617614478,-0.022563389751672595,0.003664265912415754,-0.03018042276312327,0.02023269311530036,0.01128581247831558,-0.002086212290156005,-0.3504994689040327,76.37,1.0303553543603754,58.62000045776367,0.677463048032505,59.277499961853025,91.7014,0.7124217467208417,9.6,3.778800783071405,0.2,0.6947251957678513,217.29,-0.0010355119091439713
2010-05-12,57.880001068115234,0.0137395239153412,-0.006044767508443134,-0.021966861393490373,0.007301776175292485,-0.03239816978626053,0.019810922792237222,0.011410665299723044,0.0020711554957945737,-0.2372246007974863,75.65,0.8058557570416042,58.23199996948242,0.7145039590665909,59.179999923706056,91.7014,0.6948874797359254,9.6,3.7408182206817178,0.2,0.6852295551704295,217.29,-0.0036282462905068424
2010-05-13,57.66999816894531,-0.0121451449685835,-0.0011431670365122345,-0.02408071786569275,-0.0010355119091439713,-0.041086804459226856,0.018536199328370574,0.011390339935517468,-0.0012093934611687486,0.20635494206354932,74.38,0.979245517307461,57.736000061035156,0.6997383635525265,59.09300003051758,91.7014,0.6853839244559863,9.6,3.704688089718713,0.2,0.6761970224296783,217.29,0.0012138635641432138
2010-05-14,57.7400016784668,-0.0188000145120921,0.0013180101897613677,-0.021770407819283383,-0.0036282462905068424,-0.006203698396078594,0.007541000924732834,0.011229876873402187,-0.0069359757912570074,-0.023403957904826522,71.61,0.9615280638200613,57.66399993896484,0.685692894629273,59.025,91.7014,0.6763438630363391,9.6,3.67032004603564,0.2,0.6676050115089098,217.29,0.010564544127503517
2010-05-17,58.34999847412109,0.0011093685155389,0.010389583967464703,-0.010220120892368168,0.0012138635641432138,0.0075030587135211935,0.004217647635152399,0.011208086903348877,0.0013854869073766558,-0.15568960229015438,70.08,0.8111232576938452,57.75,0.6736038474943982,58.95250015258789,91.7014,0.6626881621779033,9.6,3.576949810380486,0.2,0.6442624525951217,217.29,-0.009768632557497048
2010-05-18,57.77999877929688,-0.0141959060371843,-0.0023482427119659497,-0.018957004841928547,0.010564544127503517,0.01442972895952721,0.005896371404153099,0.011443421609264702,0.00497002438922033,0.043520379743769766,69.38,0.8414195244167495,57.91599960327149,0.6846638083408279,58.89650001525879,91.7014,0.6872974880346772,9.6,4.0,0.2,0.7500249999999999,217.29,-0.00017304122091454932
2010-05-19,57.77000045776367,-0.0051302638735714,-0.0019694419312179354,-0.01770076031409778,-0.009768632557497048,-0.0027614748223059316,0.007438698983254344,0.011608450977171503,-0.005018987659341972,0.009608243594504184,69.91,0.8387188820680507,57.88399963378906,0.6951843685317777,58.81099987030029,91.7014,0.7107066029067667,9.6,3.951229424500714,0.2,0.7378323561251785,217.29,-0.02042583167432188
2010-05-20,56.59000015258789,-0.038975903416611,-0.021983328779940317,-0.03633948343702184,-0.00017304122091454932,-0.0019004942695510785,0.00743406770393644,0.011605018646270988,-0.013328725145616508,0.5529400947082892,68.28,1.2679393732938065,57.86199951171875,0.70519183494764,58.723999977111816,91.7014,0.7380305702113894,9.6,3.9048374180359593,0.2,0.7262343545089898,217.29,0.01502029460733656
2010-05-21,57.43999862670898,0.0150243806861449,-0.0035735572644321773,-0.018832494314965732,-0.02042583167432188,-0.018727207398091972,0.011796640105929877,0.011897872142770298,-0.011662835229413358,-0.11686600746047726,68.03,1.0996507202167563,57.645999908447266,0.671675832645858,58.54249992370605,91.7014,0.654697236878056,9.6,3.0,0.2,0.5000249999999999,217.29,-0.011838445707406109
2010-05-24,56.7599983215332,-0.0129080140007874,-0.014343781242497463,-0.02815710262937008,0.01502029460733656,-0.005195757586368477,0.014537148855789444,0.012558388041310434,-0.0045264332825436316,-0.4340021119324181,68.23,0.619532671872248,57.5859992980957,0.6428283421268336,58.40449981689453,91.7014,0.5754281181696632,9.6,3.0,0.2,0.5000249999999999,217.29,-0.00458066119136169
2010-05-25,56.5,0.0003539373857135,-0.013410618100865343,-0.029859711803907337,-0.011838445707406109,-0.027249360654106436,0.013514961961768992,0.01273917981478946,-0.014094419674375658,0.8124555792466239,64.78,1.1009456515677813,57.267999267578126,0.5928283421268337,58.23899974822998,91.7014,0.5000249999999999,9.6,3.0,0.2,0.5000249999999999,217.29,-0.00920354792502076
2010-05-26,55.97999954223633,-0.0056609945338124,-0.018101451945573215,-0.036580019161820125,-0.00458066119136169,-0.022152973456889713,0.013296667025480028,0.012421952746465242,0.0017698844977183477,0.0042971749750828625,71.52,1.07961231895513,57.01199951171875,0.5452668709017979,58.105499839782716,91.7014,0.5000249999999999,9.6,3.0,0.2,0.5000249999999999,217.29,0.04930336117898815
2010-05-27,58.7400016784668,0.032876173067238,0.036820036971334756,0.013422618037887074,-0.00920354792502076,-0.03098495588269956,0.01319195455004849,0.012501766257325056,0.024294401955567296,0.4259102593303614,74.56,1.4638301425917033,56.65399932861328,0.5666916666666666,57.96199989318848,91.7014,0.611136111111111,9.6,4.333333333333333,0.2,0.8333583333333332,217.29,-0.008341873756643525
2010-05-28,58.25,-0.0123746883115906,0.02042604536632294,0.005497871560388025,0.04930336117898815,0.03799260505534008,0.02550839923761337,0.016924912272799505,0.0008511957036405031,-0.6005362542073136,74.0,0.5919624915143477,57.08399963378906,0.6301069616333808,57.93150005340576,91.7014,0.7168282693889682,9.6,4.268305899334285,0.2,0.8171014748335712,217.29,-0.004635200991651045
2010-06-01,57.97999954223633,-0.0171653212798507,0.012821850172290405,0.0015546654075419785,-0.008341873756643525,0.014101695554609162,0.02597685928064453,0.01699517099243422,-0.0012017114991282188,-0.08588729256519378,72.7,0.5450416351249053,57.24599990844727,0.6820270138381412,57.88999996185303,91.9033,0.8033616897302354,9.4,4.038401044095206,0.18,0.7596252610238015,217.199,0.016729928050387644
2010-06-02,58.95000076293945,0.025842707133391,0.02539573154420739,0.019481714098349805,-0.004635200991651045,0.021494032008106734,0.025129425336544515,0.01698426055197207,0.006209048175126582,0.21825396825396814,72.88,0.6763662984345509,57.49000015258789,0.7314148952169224,57.823499870300296,91.9033,0.7745637142504261,9.4,3.987757627575624,0.18,0.7469644068939059,217.199,-0.017302806523539882
2010-06-03,57.93000030517578,0.0040513767112408,-0.000862366328679266,0.002648120368280567,0.016729928050387644,0.04336284536176027,0.025009387656010455,0.017290141972683505,-0.012213761007375146,0.8515478724768524,74.62,1.243905612049291,57.98000030517578,0.7314148952169223,57.7769998550415,91.9033,0.6688715559725691,9.4,3.0,0.18,0.5000249999999999,217.199,-0.030381531623662417
2010-06-04,56.16999816894531,-0.0344114257719647,-0.0376906334001192,-0.02576513385479999,-0.017302806523539882,0.03483388315264624,0.02667165977023675,0.017547882623345334,-0.008285854301876162,-0.23826014683474162,71.43,0.9962552109093479,58.37000045776367,0.6147482285502557,57.65549983978271,91.9033,0.49900480229796856,9.4,2.0,0.18,0.250025,217.199,-0.005696986029120832
2010-06-07,55.84999847412109,-0.013532073204129,-0.03467231212325784,-0.029750294737345768,-0.030381531623662417,-0.04375218651829915,0.017373772933846073,0.016719913984755787,-0.002848493014560368,-0.3790143662484088,71.55,0.6534158044038786,57.85599975585937,0.5082975347622886,57.562499809265134,91.9033,0.34496600196457844,9.4,2.139292023574942,0.18,0.2848480058937355,217.199,0.014503158378175174
2010-06-08,56.65999984741211,0.0109760674921126,-0.012479078536782748,-0.014428718665811281,-0.005696986029120832,-0.04120174293354362,0.017430857607278114,0.0165559621273491,-0.0028648138188624595,0.09127913787044628,71.88,0.7462768764312485,57.375999450683594,0.4154409449036292,57.48949966430664,91.9033,0.27673843920808,9.4,2.1812692469220183,0.18,0.2953423117305045,217.199,0.013060389701017527
