Date,Close,volatility_5d,price_to_sma20,return_5d,return_1d,sp500_return,sma_20,volatility_20d,price_to_sma5,gap,sma_5,oil_price,volume_change,volume_ratio,sentiment_5d_avg,Sentiment_gpt,sentiment_3d_avg,cpi,target
2010-01-06,28.165000915527344,0.007777612904638973,-0.023675788023073113,-0.01897632622994261,-0.012096816801039356,0.0005455206301101,28.848000049591064,0.008475100786710632,-0.014555096735695747,0.0,28.581000137329102,83.12,-0.16864027895254696,1.0969073573748835,0.5000249999999999,3.0,0.5000249999999999,217.488,-0.0024854109674202762
2010-01-07,28.09499931335449,0.006445889710340808,-0.024800874908914486,-0.02441980960208301,-0.0003548650152243038,0.0040012018741766,28.80950012207031,0.008288440593751592,-0.012130831131588799,0.0,28.440000152587892,82.6,-0.31300935394454077,0.7645709030239448,0.5000249999999999,3.0,0.5000249999999999,217.488,-0.018508580285597764
2010-01-08,27.575000762939453,0.006258166008825257,-0.04161125090445715,-0.025832206494165066,-0.0024854109674202762,0.0028817272914287,28.77225008010864,0.008280384693490742,-0.025308374472020584,-0.012991627693141248,28.290999984741212,82.74,1.1694951112991703,1.615713029234027,0.5000249999999999,3.0,0.5000249999999999,217.488,0.0203082302973141
2010-01-11,28.13500022888184,0.008385457169221832,-0.01986569851011778,-0.03245611358107181,-0.018508580285597764,0.0017467554316374,28.70525007247925,0.009068250448516542,0.0010318114072098807,0.0,28.1060001373291,82.54,-0.002437971050835208,1.6214135458203416,0.5000249999999999,3.0,0.5000249999999999,217.488,0.01084060077108795
2010-01-12,28.440000534057617,0.014774212796742592,-0.0072431976197940276,-0.01349930654636533,0.0203082302973141,-0.0093811661483642,28.647500038146973,0.009835947041127358,0.014663400091419877,-0.003198868024017465,28.029000091552735,80.79,-0.18757506354216125,1.3445474290726356,0.5000249999999999,3.0,0.5000249999999999,217.488,0.002637090512744855
2010-01-13,28.51499938964844,0.01465951638624657,-0.002684363839551672,0.009405547619270038,0.01084060077108795,0.008325925658531,28.591750049591063,0.009949119193910942,0.01541909526689433,-0.0003516254815065988,28.08200035095215,79.66,-0.3486235378043645,0.8796510969958476,0.5000249999999999,3.0,0.5000249999999999,217.488,0.0017535032607198797
2010-01-14,28.565000534057617,0.014602356015560623,0.0008233813175711447,0.012426716234478885,0.002637090512744855,0.0024264254383745,28.5414999961853,0.009999622925700778,0.014670378218588092,0.00017538377072686586,28.15200004577637,79.35,-0.18240595352764988,0.7253161837995199,0.5000249999999999,3.0,0.5000249999999999,217.488,-0.014703310640347689
2010-01-15,28.145000457763672,0.014357310627978705,-0.012222176513107821,0.016728999188112548,0.0017535032607198797,-0.0108231301598693,28.49324998855591,0.010019659162815048,-0.0035757215576243673,-0.0031507141923762545,28.246000289916992,77.96,1.2159030389103176,1.5711116120417106,0.5000249999999999,3.0,0.5000249999999999,217.488,0.002309419991181949
2010-01-19,28.209999084472656,0.012935710994447068,-0.008087235312413763,0.020670885913094628,-0.014703310640347689,0.0124996265993635,28.44000005722046,0.01024186885295305,-0.005289179943532577,-0.0012435546932975223,28.360000228881837,78.98,-0.46777224261492745,0.8629910101412692,0.5000249999999999,3.0,0.5000249999999999,217.488,-0.016306242445993213
2010-01-20,27.75,0.009320117367007146,-0.02378104630774211,0.002665678158190632,0.002309419991181949,-0.0105978296629707,28.426000022888182,0.008741241987193258,-0.022026431718061675,-0.004608265330932224,28.375,77.42,0.2870123294607059,1.1764190834285528,0.5000249999999999,3.0,0.5000249999999999,217.488,-0.020360379605679935
2010-01-21,27.184999465942383,0.009737204255340784,-0.04246140785849402,-0.024261621698330238,-0.016306242445993213,-0.0189449033897883,28.39050006866455,0.009433913011721754,-0.03725609771666512,0.0009008871542443439,28.236999893188475,75.84,0.45648637441388185,1.6475908686343845,0.5000249999999999,3.0,0.5000249999999999,217.488,-0.002390973992492218
2010-01-22,27.1200008392334,0.01069396453763737,-0.04238130643775497,-0.046642116506194875,-0.020360379605679935,-0.0221409887643004,28.320250034332275,0.010241190511506964,-0.030424334918283134,-0.00036785834387689857,27.970999908447265,74.25,-0.14035945803889505,1.3692371912713557,0.5000249999999999,3.0,0.5000249999999999,217.488,0.0020279644588943047
2010-01-25,27.174999237060547,0.009724004125347461,-0.037865808399288825,-0.0505863703066054,-0.002390973992492218,0.0045980980127011,28.244500064849852,0.010197141637227436,-0.018315177118012085,0.004609144400142038,27.681999969482423,74.9,-0.28440772098473976,0.9632513648709202,0.5000249999999999,3.0,0.5000249999999999,217.488,-0.0038638287096299795
2010-01-26,27.06999969482422,0.010659535624761246,-0.03908275562959745,-0.034464423696093927,0.0020279644588943047,-0.0042031995736809,28.171000003814697,0.010230112058264764,-0.015206636884975495,-0.005151771612840012,27.487999725341798,74.67,-0.07940331806422518,0.8628456387782796,0.5000249999999999,3.0,0.5000249999999999,217.488,0.006834114075655373
2010-01-27,27.2549991607666,0.009627332836687439,-0.029674096567719736,-0.040411181377028704,-0.0038638287096299795,0.0048801522109449,28.088500022888184,0.010159166674899217,-0.0001834441186170427,-0.0025858771929577334,27.25999984741211,73.64,0.31581050596197224,1.0965111107769057,0.5000249999999999,3.0,0.5000249999999999,217.488,-0.0060538988537642835
2010-01-28,27.09000015258789,0.010283168321902993,-0.03302665020540429,-0.01783786808048282,0.006834114075655373,-0.0118177409595672,28.01525001525879,0.010374662684199535,-0.0026140248081867956,0.003669065659472721,27.16099967956543,73.62,0.02402178811450506,1.089625746716169,0.5000249999999999,3.0,0.5000249999999999,217.488,0.001291984024177406
2010-01-29,27.125,0.00514143786447698,-0.02869164250387228,-0.0034945490241229393,-0.0060538988537642835,-0.0098291738280392,27.926249980926514,0.010234727343633102,-0.000626328826513039,0.004798787745823592,27.141999816894533,72.85,0.05939192162715501,1.1178618748974725,0.5000249999999999,3.0,0.5000249999999999,217.488,0.0023963330528153914
2010-02-01,27.190000534057617,0.005100359559563029,-0.023365221165691064,0.00018433483082236357,0.001291984024177406,0.0142661088946718,27.84049997329712,0.010272958562772605,0.0017316024616834996,0.004792595788630473,27.14299964904785,74.41,-0.34448317589900124,0.7260546161351805,0.5000249999999999,3.0,0.5000249999999999,217.281,0.012320672228492535
2010-02-02,27.52499961853028,0.005138639906643914,-0.00900091382429228,0.000552025663964395,0.0023963330528153914,0.0129729483771849,27.775,0.01012356616691349,0.013961530662389716,0.0027583249031893874,27.145999908447266,77.21,0.16331900589629145,0.838306173403289,0.5000249999999999,3.0,0.5000249999999999,217.281,-0.0032697603573192957
