Date,cpi,fed_rate,unemployment_rate,industrial_output,oil_price,close,sp500_return
2011-09-07,226.597,0.08,9.0,95.0244,89.34,1198.6199951171875,0.028646463529026667
2011-09-08,226.597,0.08,9.0,95.0244,89.05,1185.9000244140625,-0.010612179635699603
2011-09-09,226.597,0.08,9.0,95.0244,87.24,1154.22998046875,-0.026705492278710663
2011-09-10,226.597,0.08,9.0,95.0244,87.24,1154.22998046875,-0.026705492278710663
2011-09-11,226.597,0.08,9.0,95.0244,87.24,1154.22998046875,-0.026705492278710663
2011-09-12,226.597,0.08,9.0,95.0244,88.19,1162.27001953125,0.006965716710316983
2011-09-13,226.597,0.08,9.0,95.0244,90.21,1172.8699951171875,0.00912006281484623
2011-09-14,226.597,0.08,9.0,95.0244,88.91,1188.6800537109375,0.013479804803234297
2011-09-15,226.597,0.08,9.0,95.0244,89.4,1209.1099853515625,0.017187073659429952
2011-09-16,226.597,0.08,9.0,95.0244,87.96,1216.010009765625,0.0057066970727697175
2011-09-17,226.597,0.08,9.0,95.0244,87.96,1216.010009765625,0.0057066970727697175
2011-09-18,226.597,0.08,9.0,95.0244,87.96,1216.010009765625,0.0057066970727697175
2011-09-19,226.597,0.08,9.0,95.0244,85.7,1204.0899658203125,-0.0098025870260805
2011-09-20,226.597,0.08,9.0,95.0244,86.92,1202.0899658203125,-0.0016610054537223862
2011-09-21,226.597,0.08,9.0,95.0244,85.77,1166.760009765625,-0.02939044252863232
2011-09-22,226.597,0.08,9.0,95.0244,80.29,1129.56005859375,-0.031883121516435575
2011-09-23,226.597,0.08,9.0,95.0244,79.58,1136.4300537109375,0.006082009597382809
2011-09-24,226.597,0.08,9.0,95.0244,79.58,1136.4300537109375,0.006082009597382809
2011-09-25,226.597,0.08,9.0,95.0244,79.58,1136.4300537109375,0.006082009597382809
2011-09-26,226.597,0.08,9.0,95.0244,79.97,1162.949951171875,0.023336145831710953
2011-09-27,226.597,0.08,9.0,95.0244,84.18,1175.3800048828125,0.010688382331855317
2011-09-28,226.597,0.08,9.0,95.0244,80.94,1151.06005859375,-0.020691134941917988
2011-09-29,226.597,0.08,9.0,95.0244,81.87,1160.4000244140625,0.008114229792425487
2011-09-30,226.597,0.08,9.0,95.0244,78.93,1131.4200439453125,-0.024974129488995245
2011-10-01,226.75,0.07,8.8,95.6891,78.93,1131.4200439453125,-0.024974129488995245
2011-10-02,226.75,0.07,8.8,95.6891,78.93,1131.4200439453125,-0.024974129488995245
2011-10-03,226.75,0.07,8.8,95.6891,77.34,1099.22998046875,-0.0284510281118181
2011-10-04,226.75,0.07,8.8,95.6891,75.4,1123.949951171875,0.022488442948566112
2011-10-05,226.75,0.07,8.8,95.6891,79.41,1144.030029296875,0.017865633700204997
2011-10-06,226.75,0.07,8.8,95.6891,82.32,1164.969970703125,0.018303664125949304
2011-10-07,226.75,0.07,8.8,95.6891,82.7,1155.4599609375,-0.008163308930517088
2011-10-08,226.75,0.07,8.8,95.6891,82.7,1155.4599609375,-0.008163308930517088
2011-10-09,226.75,0.07,8.8,95.6891,82.7,1155.4599609375,-0.008163308930517088
2011-10-10,226.75,0.07,8.8,95.6891,85.14,1194.8900146484375,0.034124984892549115
2011-10-11,226.75,0.07,8.8,95.6891,85.54,1195.5400390625,0.0005440035535435594
2011-10-12,226.75,0.07,8.8,95.6891,85.3,1207.25,0.009794704112697561
2011-10-13,226.75,0.07,8.8,95.6891,83.96,1203.6600341796875,-0.002973672247100878
2011-10-14,226.75,0.07,8.8,95.6891,86.8,1224.5799560546875,0.01738025794738407
2011-10-15,226.75,0.07,8.8,95.6891,86.8,1224.5799560546875,0.01738025794738407
2011-10-16,226.75,0.07,8.8,95.6891,86.8,1224.5799560546875,0.01738025794738407
2011-10-17,226.75,0.07,8.8,95.6891,86.38,1200.8599853515625,-0.019369883187983272
2011-10-18,226.75,0.07,8.8,95.6891,88.34,1225.3800048828125,0.020418716445174567
2011-10-19,226.75,0.07,8.8,95.6891,86.11,1209.8800048828125,-0.01264913736003248
2011-10-20,226.75,0.07,8.8,95.6891,86.07,1215.3900146484375,0.0045541787147385104
2011-10-21,226.75,0.07,8.8,95.6891,87.19,1238.25,0.01880876515031682
2011-10-22,226.75,0.07,8.8,95.6891,87.19,1238.25,0.01880876515031682
2011-10-23,226.75,0.07,8.8,95.6891,87.19,1238.25,0.01880876515031682
2011-10-24,226.75,0.07,8.8,95.6891,91.12,1254.18994140625,0.012872958939026846
2011-10-25,226.75,0.07,8.8,95.6891,92.98,1229.050048828125,-0.02004472508361621
2011-10-26,226.75,0.07,8.8,95.6891,90.2,1242.0,0.010536553156824224
2011-10-27,226.75,0.07,8.8,95.6891,93.96,1284.5899658203125,0.034291437858544604
2011-10-28,226.75,0.07,8.8,95.6891,93.32,1285.0899658203125,0.0003892292585989665
2011-10-29,226.75,0.07,8.8,95.6891,93.32,1285.0899658203125,0.0003892292585989665
2011-10-30,226.75,0.07,8.8,95.6891,93.32,1285.0899658203125,0.0003892292585989665
2011-10-31,226.75,0.07,8.8,95.6891,93.19,1253.300048828125,-0.02473750308360323
2011-11-01,227.169,0.08,8.6,95.6778,92.19,1218.280029296875,-0.027942247001422227
2011-11-02,227.169,0.08,8.6,95.6778,92.51,1237.9000244140625,0.016104667765514558
2011-11-03,227.169,0.08,8.6,95.6778,94.07,1261.1500244140625,0.01878180753005876
2011-11-04,227.169,0.08,8.6,95.6778,94.26,1253.22998046875,-0.006280017279460592
2011-11-05,227.169,0.08,8.6,95.6778,94.26,1253.22998046875,-0.006280017279460592
2011-11-06,227.169,0.08,8.6,95.6778,94.26,1253.22998046875,-0.006280017279460592
2011-11-07,227.169,0.08,8.6,95.6778,95.52,1261.1199951171875,0.006295743615618132
2011-11-08,227.169,0.08,8.6,95.6778,96.8,1275.9200439453125,0.011735638864999398
2011-11-09,227.169,0.08,8.6,95.6778,95.74,1229.0999755859375,-0.036695142913972245
2011-11-10,227.169,0.08,8.6,95.6778,97.78,1239.699951171875,0.008624176874533207
2011-11-11,227.169,0.08,8.6,95.6778,98.99,1263.8499755859375,0.019480539941325148
2011-11-12,227.169,0.08,8.6,95.6778,98.99,1263.8499755859375,0.019480539941325148
2011-11-13,227.169,0.08,8.6,95.6778,98.99,1263.8499755859375,0.019480539941325148
2011-11-14,227.169,0.08,8.6,95.6778,98.14,1251.780029296875,-0.009550141648312915
2011-11-15,227.169,0.08,8.6,95.6778,99.37,1257.81005859375,0.004817163683512371
2011-11-16,227.169,0.08,8.6,95.6778,102.59,1236.9100341796875,-0.016616200730203312
2011-11-17,227.169,0.08,8.6,95.6778,98.82,1216.1300048828125,-0.016799952076269054
2011-11-18,227.169,0.08,8.6,95.6778,97.67,1215.6500244140625,-0.00039467858438069214
2011-11-19,227.169,0.08,8.6,95.6778,97.67,1215.6500244140625,-0.00039467858438069214
2011-11-20,227.169,0.08,8.6,95.6778,97.67,1215.6500244140625,-0.00039467858438069214
2011-11-21,227.169,0.08,8.6,95.6778,96.73,1192.97998046875,-0.018648495446902502
2011-11-22,227.169,0.08,8.6,95.6778,97.76,1188.0400390625,-0.004140841830647446
2011-11-23,227.169,0.08,8.6,95.6778,96.16,1161.7900390625,-0.02209521492281885
2011-11-24,227.169,0.08,8.6,95.6778,96.16,1161.7900390625,-0.02209521492281885
2011-11-25,227.169,0.08,8.6,95.6778,96.91,1158.6700439453125,-0.002685506857766806
2011-11-26,227.169,0.08,8.6,95.6778,96.91,1158.6700439453125,-0.002685506857766806
2011-11-27,227.169,0.08,8.6,95.6778,96.91,1158.6700439453125,-0.002685506857766806
2011-11-28,227.169,0.08,8.6,95.6778,98.21,1192.550048828125,0.029240425313361795
2011-11-29,227.169,0.08,8.6,95.6778,99.79,1195.18994140625,0.002213653490450218
2011-11-30,227.169,0.08,8.6,95.6778,100.36,1246.9599609375,0.0433153072475978
2011-12-01,227.223,0.07,8.5,96.1809,100.2,1244.5799560546875,-0.0019086457924624156
2011-12-02,227.223,0.07,8.5,96.1809,100.97,1244.280029296875,-0.00024098633145541726
2011-12-03,227.223,0.07,8.5,96.1809,100.97,1244.280029296875,-0.00024098633145541726
2011-12-04,227.223,0.07,8.5,96.1809,100.97,1244.280029296875,-0.00024098633145541726
2011-12-05,227.223,0.07,8.5,96.1809,100.94,1257.0799560546875,0.010287014543699957
2011-12-06,227.223,0.07,8.5,96.1809,101.25,1258.469970703125,0.0011057487964409862
2011-12-07,227.223,0.07,8.5,96.1809,100.45,1261.010009765625,0.002018354924337773
2011-12-08,227.223,0.07,8.5,96.1809,98.35,1234.3499755859375,-0.02114181011508598
2011-12-09,227.223,0.07,8.5,96.1809,99.4,1255.18994140625,0.01688335256005491
2011-12-10,227.223,0.07,8.5,96.1809,99.4,1255.18994140625,0.01688335256005491
2011-12-11,227.223,0.07,8.5,96.1809,99.4,1255.18994140625,0.01688335256005491
2011-12-12,227.223,0.07,8.5,96.1809,97.77,1236.469970703125,-0.014914054108935981
2011-12-13,227.223,0.07,8.5,96.1809,100.24,1225.72998046875,-0.00868600976072853
2011-12-14,227.223,0.07,8.5,96.1809,94.92,1211.8199462890625,-0.01134836742295231
2011-12-15,227.223,0.07,8.5,96.1809,93.84,1215.75,0.0032431003656709922
2011-12-16,227.223,0.07,8.5,96.1809,93.55,1219.6600341796875,0.0032161498496299235
2011-12-17,227.223,0.07,8.5,96.1809,93.55,1219.6600341796875,0.0032161498496299235
2011-12-18,227.223,0.07,8.5,96.1809,93.55,1219.6600341796875,0.0032161498496299235
2011-12-19,227.223,0.07,8.5,96.1809,93.86,1205.3499755859375,-0.011732825699560245
2011-12-20,227.223,0.07,8.5,96.1809,97.16,1241.300048828125,0.029825423296426123
2011-12-21,227.223,0.07,8.5,96.1809,98.54,1243.719970703125,0.0019495059855065833
2011-12-22,227.223,0.07,8.5,96.1809,99.42,1254.0,0.008265549753183832
2011-12-23,227.223,0.07,8.5,96.1809,99.72,1265.3299560546875,0.009035052675189448
2011-12-24,227.223,0.07,8.5,96.1809,99.72,1265.3299560546875,0.009035052675189448
2011-12-25,227.223,0.07,8.5,96.1809,99.72,1265.3299560546875,0.009035052675189448
2011-12-26,227.223,0.07,8.5,96.1809,99.72,1265.3299560546875,0.009035052675189448
2011-12-27,227.223,0.07,8.5,96.1809,101.29,1265.4300537109375,7.9107947907886e-05
2011-12-28,227.223,0.07,8.5,96.1809,99.44,1249.6400146484375,-0.0124780022540123
2011-12-29,227.223,0.07,8.5,96.1809,99.68,1263.02001953125,0.01070708742195392
2011-12-30,227.223,0.07,8.5,96.1809,98.83,1257.5999755859375,-0.0042913365279230176
2011-12-31,227.223,0.07,8.5,96.1809,98.83,1257.5999755859375,-0.0042913365279230176
2012-01-01,227.842,0.08,8.3,96.7595,98.83,1257.5999755859375,-0.0042913365279230176
2012-01-02,227.842,0.08,8.3,96.7595,98.83,1257.5999755859375,-0.0042913365279230176
2012-01-03,227.842,0.08,8.3,96.7595,102.96,1277.06005859375,0.015473984880403524
2012-01-04,227.842,0.08,8.3,96.7595,103.22,1277.300048828125,0.00018792399994027598
2012-01-05,227.842,0.08,8.3,96.7595,101.81,1281.06005859375,0.002943716919978634
2012-01-06,227.842,0.08,8.3,96.7595,101.56,1277.81005859375,-0.002536961462655807
2012-01-07,227.842,0.08,8.3,96.7595,101.56,1277.81005859375,-0.002536961462655807
2012-01-08,227.842,0.08,8.3,96.7595,101.56,1277.81005859375,-0.002536961462655807
2012-01-09,227.842,0.08,8.3,96.7595,101.31,1280.699951171875,0.0022615979258335805
2012-01-10,227.842,0.08,8.3,96.7595,102.24,1292.0799560546875,0.00888576974833133
2012-01-11,227.842,0.08,8.3,96.7595,100.89,1292.47998046875,0.0003095972599744812
2012-01-12,227.842,0.08,8.3,96.7595,99.03,1295.5,0.002336608362904613
2012-01-13,227.842,0.08,8.3,96.7595,98.69,1289.0899658203125,-0.004947922948427275
2012-01-14,227.842,0.08,8.3,96.7595,98.69,1289.0899658203125,-0.004947922948427275
2012-01-15,227.842,0.08,8.3,96.7595,98.69,1289.0899658203125,-0.004947922948427275
2012-01-16,227.842,0.08,8.3,96.7595,98.69,1289.0899658203125,-0.004947922948427275
2012-01-17,227.842,0.08,8.3,96.7595,100.7,1293.6700439453125,0.003552954600872571
2012-01-18,227.842,0.08,8.3,96.7595,100.61,1308.0400390625,0.011107929092462498
2012-01-19,227.842,0.08,8.3,96.7595,100.32,1314.5,0.004938656879440728
2012-01-20,227.842,0.08,8.3,96.7595,98.15,1315.3800048828125,0.0006694597815233294
2012-01-21,227.842,0.08,8.3,96.7595,98.15,1315.3800048828125,0.0006694597815233294
2012-01-22,227.842,0.08,8.3,96.7595,98.15,1315.3800048828125,0.0006694597815233294
2012-01-23,227.842,0.08,8.3,96.7595,99.47,1316.0,0.00047134296924533636
2012-01-24,227.842,0.08,8.3,96.7595,98.84,1314.6500244140625,-0.00102581731454221
2012-01-25,227.842,0.08,8.3,96.7595,99.23,1326.06005859375,0.008679141952454561
2012-01-26,227.842,0.08,8.3,96.7595,99.76,1318.4300537109375,-0.005753890884025226
2012-01-27,227.842,0.08,8.3,96.7595,99.47,1316.3299560546875,-0.0015928775670267514
2012-01-28,227.842,0.08,8.3,96.7595,99.47,1316.3299560546875,-0.0015928775670267514
2012-01-29,227.842,0.08,8.3,96.7595,99.47,1316.3299560546875,-0.0015928775670267514
2012-01-30,227.842,0.08,8.3,96.7595,98.75,1313.010009765625,-0.0025221231757218687
2012-01-31,227.842,0.08,8.3,96.7595,98.46,1312.4100341796875,-0.0004569466961219515
2012-02-01,228.329,0.1,8.3,97.0662,97.63,1324.0899658203125,0.008899605562620927
2012-02-02,228.329,0.1,8.3,97.0662,96.36,1325.5400390625,0.0010951470667548424
2012-02-03,228.329,0.1,8.3,97.0662,97.8,1344.9000244140625,0.014605356896842503
2012-02-04,228.329,0.1,8.3,97.0662,97.8,1344.9000244140625,0.014605356896842503
2012-02-05,228.329,0.1,8.3,97.0662,97.8,1344.9000244140625,0.014605356896842503
