Date,Close,sp500_return,price_to_sma5,price_to_sma20,oil_price,gap,volume_change,return_1d,volatility_5d,volume_ratio,volatility_20d,return_5d,sma_5,sentiment_5d_avg,industrial_output,sma_20,sentiment_3d_avg,cpi,unemployment_rate,fed_rate,target
2010-03-10,23.63999938964844,0.0045245599549417,-0.0012252513072254568,-0.009012811957792476,82.07,0.0012647844651757986,-0.1258974006326502,0.00914699682043607,0.01110998562749475,0.6160061529234083,0.014412748700176952,-0.002103539900978557,23.668999862670898,0.5000249999999999,90.1356,23.855000019073486,0.5000249999999999,217.353,9.9,0.16,-0.0038071131519277213
2010-03-11,23.549999237060547,0.0040415193146134,-0.003807129227114996,-0.01226194776605392,82.1,-0.003595562041760436,0.4375196676946316,-0.0033726781628111713,0.011163803509588585,0.8911888739442244,0.01396499167348115,-0.006096298452549442,23.639999771118163,0.5000249999999999,90.1356,23.842352923224954,0.5000249999999999,217.353,9.9,0.16,0.006794048942486475
2010-03-12,23.709999084472656,-0.0002173459470393,0.0027913891354954833,-0.004873307567753015,81.26,0.013800457472117477,-0.06973282400971947,-0.0038071131519277213,0.01005891757467308,0.8365709691356554,0.013564398742176529,0.0008499171199085609,23.64399948120117,0.5000249999999999,90.1356,23.826111051771377,0.5000249999999999,217.353,9.9,0.16,0.0021088631944288228
2010-03-15,23.76000022888184,0.000452194832708,0.005714327880676382,-0.0025188777069226503,79.79,0.0010544718196668277,-0.2668133471385542,0.006794048942486475,0.008825620787119837,0.6254538592906973,0.013246125601743501,-0.003990809472179224,23.624999237060546,0.5000249999999999,90.1356,23.81999989559776,0.5000249999999999,217.353,9.9,0.16,-0.0010521724869300142
2010-03-16,23.73500061035156,0.0077791163013856,0.002492024034333256,-0.003442889625581573,81.75,0.0004208850498947576,-0.13712589264222097,0.0021088631944288228,0.005841898939288123,0.5615715648650667,0.012876804094168859,0.01084880141331257,23.675999450683594,0.5000249999999999,90.1356,23.816999912261963,0.5000249999999999,217.353,9.9,0.16,-0.0061091406797953995
2010-03-17,23.59000015258789,0.0058216758037441,-0.0037585860291733542,-0.0101544065627903,82.93,0.0025278897998519015,0.44731262785940107,-0.0010521724869300142,0.004401491399393525,0.8578565381494938,0.012540223482411331,0.0006324324380828639,23.67899971008301,0.5000249999999999,90.1356,23.83199996948242,0.5000249999999999,217.353,9.9,0.16,0.005086855918125188
2010-03-18,23.709999084472656,-0.0003258460273372,0.0017321907152663281,-0.003582683716744189,82.16,0.00339126423012246,-0.2836729973529336,-0.0061091406797953995,0.0050664561721703045,0.6405009478945252,0.009027329314363904,-0.002115027003022907,23.668999862670898,0.5000249999999999,90.1356,23.795249938964844,0.5000249999999999,217.353,9.9,0.16,0.009489683262665194
2010-03-19,23.934999465942383,-0.0050864464494398,0.009872985757824942,0.008022893421101953,80.58,0.005693809957598949,2.4592437125533673,0.005086855918125188,0.005137743076802199,2.1230176423636915,0.0081545766383413,0.006794048942486475,23.70099983215332,0.5000249999999999,90.1356,23.74449987411499,0.5000249999999999,217.353,9.9,0.16,0.005849229167365522
2010-03-22,24.075000762939453,0.0050952961938879,0.013855001084841627,0.014955614788256388,81.26,0.0010444795942379662,-0.6188789612059802,0.009489683262665194,0.005930103440661961,0.8395955044884288,0.008167715926135643,0.009489683262665194,23.745999908447267,0.5000249999999999,90.1356,23.72024984359741,0.5000249999999999,217.353,9.9,0.16,-0.008099754766073941
2010-03-23,23.8799991607666,0.0071709669083201,0.0029820297140707437,0.006448320759465382,81.68,0.005607406739567655,0.1799170011565412,0.005849229167365522,0.00619239828228087,0.9984600195160144,0.007005135506675286,0.013257598107036639,23.80900001525879,0.5000249999999999,90.1356,23.726999855041505,0.5000249999999999,217.353,9.9,0.16,-0.009840817054508899
2010-03-24,23.645000457763672,-0.0054933042070419,-0.008096286173413667,-0.0038862713263460493,80.29,-0.006281391281483534,-0.16381835374432063,-0.008099754766073941,0.007831688815148109,0.8457122196855055,0.006779191973781078,0.006109060319627879,23.837999725341795,0.5000249999999999,90.1356,23.737249851226807,0.5000249999999999,217.353,9.9,0.16,-0.028335803058694986
2010-03-25,22.975000381469727,-0.0017041673383189,-0.03664721425367591,-0.03183664328243274,80.25,0.001691647595869576,1.7756922992056485,-0.009840817054508899,0.00882264332023786,2.240023060092018,0.007082622186912003,0.0023315093183562396,23.848999786376954,0.5000249999999999,90.1356,23.730499839782716,0.5000249999999999,217.353,9.9,0.16,-0.013275312300833564
2010-03-26,22.670000076293945,0.0007377225995479,-0.043540628111099856,-0.04321768347733604,79.75,0.006093553311161322,-0.41013360096586193,-0.028335803058694986,0.014985056692171296,1.3040887399418162,0.009462495092766268,-0.03099952473149903,23.702000045776366,0.5000249999999999,90.1356,23.6939998626709,0.5000249999999999,217.353,9.9,0.16,0.011910033385752472
2010-03-29,22.940000534057617,0.0056832349643523,-0.021706666815031396,-0.02949790358682526,81.92,0.0,-0.38307657319980126,-0.013275312300833564,0.012237463398994034,0.8136248814160314,0.009709454856868348,-0.05285144841755407,23.44900016784668,0.5000249999999999,90.1356,23.637249851226805,0.5000249999999999,217.353,9.9,0.16,-0.0058849270156471345
2010-03-30,22.80500030517578,4.265937281555665e-05,-0.017957101658018355,-0.03354309399286622,82.14,0.00414120798355922,0.08773534672255368,0.011910033385752472,0.014400545295526913,0.8840868473369143,0.010223597849450471,-0.04714434861530847,23.222000122070312,0.5000249999999999,90.1356,23.596499919891357,0.5000249999999999,217.353,9.9,0.16,-0.003069488879082982
2010-03-31,22.73500061035156,-0.0032728747486845,-0.011822477352608522,-0.034535445518901635,83.45,0.001096234080058136,-0.11493805620755881,-0.0058849270156471345,0.014489265753569278,0.7902478714569579,0.010249388425731058,-0.04501670407748504,23.007000350952147,0.5000249999999999,90.1356,23.548249912261962,0.5000249999999999,217.353,9.9,0.16,0.0037386884623156202
2010-04-01,22.81999969482422,0.0074138011482498,-0.00021908812976708628,-0.02876053145828425,84.53,0.001099609318633485,-0.20661731336510103,-0.003069488879082982,0.014715681871573598,0.6426547547181299,0.01023240245394557,-0.03848593063204275,22.825000381469728,0.5000249999999999,90.4607,23.495749950408936,0.5000249999999999,217.403,9.9,0.2,0.004382137721606005
2010-04-05,22.920000076293945,0.0079279908444673,0.005527763043071307,-0.023028306467660072,86.36,0.008545122586853058,0.1327422555100728,0.0037386884623156202,0.009584529232072446,0.7352863537076735,0.010109106897975197,-0.006746493321955427,22.794000244140626,0.5000249999999999,90.4607,23.46024990081787,0.5000249999999999,217.403,9.9,0.2,-0.007198992800091841
2010-04-06,22.7549991607666,0.0016842957106795,-0.0038960375776064165,-0.028228592916381974,86.54,-0.006544485952485549,-0.09480976502706373,0.004382137721606005,0.006973994994631455,0.6717023951229822,0.009733232661990589,0.011027789993764747,22.844000244140624,0.5000249999999999,90.4607,23.41599988937378,0.5000249999999999,217.403,9.9,0.2,-0.0013183379654260197
2010-04-07,22.725000381469727,-0.0058767071720416,-0.0035953693218054978,-0.027953012853535835,85.64,0.0037354864845631323,0.03903348965324871,-0.007198992800091841,0.00538878630501737,0.7033199415394801,0.009490955939215097,-0.008064575805757035,22.806999969482423,0.5000249999999999,90.4607,23.378499889373778,0.5000249999999999,217.403,9.9,0.2,0.00814079044386884
2010-04-08,22.90999984741211,0.0033743417473361,0.0052213532864099224,-0.01794995858734554,85.17,0.001100093206187951,0.2618791946308725,-0.0013183379654260197,0.004841579664767257,0.8814448062697813,0.00915099545052454,-0.0035079992385660397,22.790999984741212,0.5000249999999999,90.4607,23.32874994277954,0.5000249999999999,217.403,9.9,0.2,-0.00043650060883604347
2010-04-09,22.89999961853028,0.006683906562972,0.0032419077771445835,-0.01684038028595835,84.6,-0.00021820867742896395,-0.06315817466226992,0.00814079044386884,0.0059376365479856235,0.8360159139422604,0.0094247866734347,0.007697349125245667,22.82599983215332,0.5000249999999999,90.4607,23.292249965667725,0.5000249999999999,217.403,9.9,0.2,0.0015283776417087669
2010-04-12,22.934999465942383,0.0017666094762833,0.004071432002160595,-0.013961909264367474,84.07,0.00021838725757796488,-0.09165744131255504,-0.00043650060883604347,0.005845552899204701,0.7689655130982461,0.009411950290015078,0.0035056934608201917,22.841999816894532,0.5000249999999999,90.4607,23.259749984741212,0.5000249999999999,217.403,9.9,0.2,0.010464346052179163
2010-04-13,23.174999237060547,0.0006854008197059,0.014445154153847265,-0.0019809985248953185,83.8,0.001526045268240764,0.8818125000000001,0.0015283776417087669,0.005528564710956815,1.398227776826426,0.009244118602348505,0.0006544236299523831,22.844999694824217,0.5000249999999999,90.4607,23.221000003814698,0.5000249999999999,217.403,9.9,0.2,-0.00625667983553424
2010-04-14,23.030000686645508,0.0111500668516668,0.004404944735468952,-0.006974431334305851,85.62,-0.009061449466493789,-0.3013965923810157,0.010464346052179163,0.0053029319778160645,0.9598861877104176,0.009603305171230573,0.018457485905694737,22.92899971008301,0.5000249999999999,90.4607,23.19174995422363,0.5000249999999999,217.403,9.9,0.2,-0.016066036830296393
2010-04-15,22.65999984741211,0.0008425387276917,-0.014354063809979955,-0.021441068880267967,85.25,-0.0026053569909710163,0.04509312193208692,-0.00625667983553424,0.0067327373139458935,0.9974188550061225,0.009669331763392724,0.013421355337995156,22.989999771118164,0.5000249999999999,90.4607,23.15649995803833,0.5000249999999999,217.403,9.9,0.2,0.00838484268918993
2010-04-16,22.850000381469727,-0.0161265347444554,-0.003923251549537829,-0.011250521936545875,82.97,-0.0008826327404389846,0.06948630175933412,-0.016066036830296393,0.00982482969939909,1.0440496795387757,0.010164833373312166,-0.010912265458973391,22.939999771118163,0.5000249999999999,90.4607,23.10999994277954,0.5000249999999999,217.403,9.9,0.2,0.0008752935417843943
2010-04-19,22.8700008392334,0.0045213312527665,-0.002616619479820754,-0.008540302957941654,81.52,0.0008752935417844152,-0.25304920194383296,0.00838484268918993,0.01093904615940321,0.8368004450609964,0.010310863454145655,-0.002183372833774899,22.929999923706056,0.5000249999999999,90.4607,23.067000007629396,0.5000249999999999,217.403,9.9,0.2,-0.01464805332436181
2010-04-20,22.53499984741211,0.0080583407848495,-0.016668863622884333,-0.02080279082264772,82.98,-0.0017490561460201562,0.9771226012186094,0.0008752935417843943,0.01091429889665232,1.592437352981814,0.009989586479751969,-0.0028340365477446117,22.917000198364256,0.5000249999999999,90.4607,23.013750076293945,0.5000249999999999,217.403,9.9,0.2,-0.09562905263977561
2010-04-21,20.3799991607666,-0.0010189969053922,-0.10570894404296675,-0.11146962260778859,82.78,-0.06856002159997224,4.272139457521187,-0.01464805332436181,0.010360078779012917,6.127865846437624,0.01016743719525803,-0.027615940052544863,22.78900032043457,0.5000249999999999,90.4607,22.93675003051758,0.5000249999999999,217.403,9.9,0.2,-0.004170710891700513
2010-04-22,20.295000076293945,0.0022638793569429,-0.08823396997252794,-0.10837259661126074,82.89,0.007114841203861204,-0.45033597377765633,-0.09562905263977561,0.04167428570151411,2.9596303403585185,0.023046183528385895,-0.11506736634252779,22.25900001525879,0.5000249999999999,90.4607,22.76175003051758,0.5000249999999999,217.403,9.9,0.2,0.026607489832408016
2010-04-23,20.834999084472656,0.0071235200993795,-0.043651931235573226,-0.0778627715494149,84.34,0.009608262827847571,-0.47914347618668995,-0.004170710891700513,0.04252957235552563,1.5368215931842792,0.023052388638239104,-0.10436892264093545,21.786000061035157,0.5000249999999999,90.4607,22.594250011444093,0.5000249999999999,217.403,9.9,0.2,-0.026637793242849872
2010-04-26,20.280000686645508,-0.0042964480997613,-0.05158299234075925,-0.09815558884215748,84.2,-0.0028797441122563085,-0.28421092803373627,0.026607489832408016,0.04629529470850604,1.0875521993961668,0.023684182061112977,-0.0881838627289977,21.38299980163574,0.5000249999999999,90.4607,22.48724994659424,0.5000249999999999,217.403,9.9,0.2,-0.004684478179810103
2010-04-27,20.184999465942383,-0.0233819452571498,-0.03259047748071649,-0.09758471519947116,82.43,0.0096153692417095,0.16798624440179144,-0.026637793242849872,0.04520331443712623,1.2249605260674736,0.024126256404129208,-0.11324880006758697,20.864999771118164,0.5000249999999999,90.4607,22.367749977111817,0.5000249999999999,217.403,9.9,0.2,0.007679003752615321
2010-04-28,20.34000015258789,0.006462752419523,-0.0026967169923657825,-0.08502023291069238,83.22,-0.00024766712404607763,-0.2065345156173326,-0.004684478179810103,0.045872451944414326,0.952200634695428,0.02378750297155432,-0.10428224527987284,20.394999694824218,0.5000249999999999,90.4607,22.229999923706053,0.5000249999999999,217.403,9.9,0.2,-0.0068829591247876465
2010-04-29,20.200000762939453,0.0129432280208421,-0.009172469280852974,-0.08625189864524424,85.17,0.0019665195613885874,0.20505832098836452,0.007679003752615321,0.01946500503988924,1.1105522109912016,0.02398630346545248,-0.001962659952200241,20.386999893188477,0.5000249999999999,90.4607,22.10674991607666,0.5000249999999999,217.403,9.9,0.2,-0.017079267706568202
2010-04-30,19.854999542236328,-0.0166476801097963,-0.025186591099401818,-0.09667881659898697,86.07,0.01658411246633577,0.21421111992982156,-0.0068829591247876465,0.019638901477155437,1.2855986589826491,0.023981827439333768,-0.004680922049636216,20.368000030517578,0.5000249999999999,90.4607,21.979999923706053,0.5000249999999999,217.403,9.9,0.2,0.001259109499201605
2010-05-03,19.8799991607666,0.0131205867818549,-0.014475558176515682,-0.08939964788955423,86.19,-0.0010073260249201276,-0.3823285119600529,-0.017079267706568202,0.013002916534956298,0.7787484826496918,0.024006641896295273,-0.04703621719698925,20.172000122070312,0.5000249999999999,91.7014,21.83174991607666,0.5000249999999999,217.29,9.6,0.2,-0.03093560347486679
2010-05-04,19.26499938964844,-0.0238384658450667,-0.041160682599185594,-0.11138276479655727,82.73,-0.010060305031879492,0.6640992385241531,0.001259109499201605,0.009272103119836934,1.2377124757800395,0.023941192442114043,-0.01972394045047099,20.091999816894532,0.5000249999999999,91.7014,21.67974987030029,0.5000249999999999,217.29,9.6,0.2,0.04360239705168323
2010-05-05,20.104999542236328,-0.0065865547286593,0.009895506457881254,-0.06511202367830729,80.0,-0.0012976703515344985,0.2009763841273029,-0.03093560347486679,0.0152821907058491,1.4067204982336954,0.024542621156237926,-0.045578404787487536,19.907999801635743,0.5000249999999999,91.7014,21.505249881744383,0.5000249999999999,217.29,9.6,0.2,-0.025615488752761872
2010-05-06,19.59000015258789,-0.0323534964113503,-0.013644807982972088,-0.08347659920554953,77.18,-0.011191265187400209,-0.22315872453428143,0.04360239705168323,0.028189966745898846,1.0572953623845718,0.02710686793050252,-0.011553618907995111,19.86099967956543,0.5000249999999999,91.7014,21.374249839782713,0.5000249999999999,217.29,9.6,0.2,-0.020673848059771793
2010-05-07,19.184999465942383,-0.0153082649980171,-0.02806627002240211,-0.09539921506621472,75.1,-0.0043389990382445304,-0.02484624846248462,-0.025615488752761872,0.03017487038984258,0.998608931963626,0.02724736521770859,-0.030198048876845518,19.738999557495116,0.5000249999999999,91.7014,21.208249855041505,0.5000249999999999,217.29,9.6,0.2,0.00026067595801149146
2010-05-10,19.190000534057617,0.043974124451984,-0.021168019274096464,-0.08716847790012354,76.89,0.006254930548547914,0.005381769256643132,-0.020673848059771793,0.03055261378644892,0.9715297240731867,0.027349480665296,-0.03374465332364751,19.604999542236328,0.5000249999999999,91.7014,21.02249984741211,0.5000249999999999,217.29,9.6,0.2,0.022928536449391634
2010-05-11,19.6299991607666,-0.0033972920184899,0.008373110669606615,-0.057846713900175414,76.37,0.014330360129079492,-0.19235634827701575,0.00026067595801149146,0.030492650602039567,0.7779209989678004,0.027326611848704514,-0.03470818188316149,19.466999816894532,0.5000249999999999,91.7014,20.83524990081787,0.5000249999999999,217.29,9.6,0.2,0.02266946618430077
2010-05-12,20.075000762939453,0.0137395239153412,0.027379784958445435,-0.02822147047005718,75.65,0.008405548781536475,-0.11580657479983691,0.022928536449391634,0.029267932046975406,0.6788650712995425,0.02791778555809707,0.0189462643489251,19.539999771118165,0.5000249999999999,91.7014,20.657999897003172,0.5000249999999999,217.29,9.6,0.2,-0.01693649512659401
2010-05-13,19.73500061035156,-0.0121451449685835,0.010289781659453202,-0.037798139672369314,74.38,0.0009961917636364388,-0.2979422723579319,0.02266946618430077,0.023039176401773158,0.47565991204065916,0.028743594138367735,-0.0014921054454068994,19.53400001525879,0.5000249999999999,91.7014,20.510249900817872,0.5000249999999999,217.29,9.6,0.2,-0.042817390147932954
2010-05-14,18.88999938964844,-0.0188000145120921,-0.034401713105790606,-0.07238266321618009,71.61,0.0007600399890828204,1.8840948428669737,-0.01693649512659401,0.02085866897795255,1.3124320005238301,0.028759594833090776,0.007401758888935683,19.563000106811522,0.5000249999999999,91.7014,20.363999938964845,0.5000249999999999,217.29,9.6,0.2,0.011911084634180558
2010-05-17,19.114999771118164,0.0011093685155389,-0.019944643078782933,-0.052117431519447074,70.08,-0.002117470061996593,-0.49760666951070487,-0.042817390147932954,0.027934069007437376,0.648780003851698,0.02963230157003481,-0.015376600703983945,19.504000091552733,0.5000249999999999,91.7014,20.16599988937378,0.5000249999999999,217.29,9.6,0.2,0.001307853456951058
2010-05-18,19.13999938964844,-0.0141959060371843,-0.017907565827358776,-0.041958152150566544,69.38,0.0,-0.23675366824262578,0.011911084634180558,0.028725695642534747,0.49900176593451856,0.029927957609750012,-0.003908325213766717,19.488999938964845,0.5000249999999999,91.7014,19.97824983596802,0.5000249999999999,217.29,9.6,0.2,0.01880880991805367
2010-05-19,19.5,-0.0051302638735714,0.005621165249062037,-0.015574112930860477,69.91,0.003134868088003328,0.6394407097668366,0.001307853456951058,0.02580576798168601,0.9417738987638012,0.029967795419314575,-0.02496178258109638,19.39099998474121,0.5000249999999999,91.7014,19.808499813079834,0.5000249999999999,217.29,9.6,0.2,-0.052051250751202094
2010-05-20,18.48500061035156,-0.038975903416611,-0.0410354445263242,-0.0647372437488506,68.28,-0.011025648850661058,0.42155114904188995,0.01880880991805367,0.024818248211160458,1.397547133327981,0.02221645196086222,-0.028642627202334348,19.27599983215332,0.5000249999999999,91.7014,19.764499855041503,0.5000249999999999,217.29,9.6,0.2,-0.010819624362222058
2010-05-21,18.28499984741211,0.0150243806861449,-0.03894670405120817,-0.0706007950940946,68.03,-0.015958889183305864,-0.21735946760523495,-0.052051250751202094,0.03259686253447001,1.098799486431354,0.024885534941774694,-0.06333924303728378,19.02599983215332,0.5000249999999999,91.7014,19.673999881744386,0.5000249999999999,217.29,9.6,0.2,-0.006015893424638485
2010-05-24,18.174999237060547,-0.0129080140007874,-0.03861415972449266,-0.0701660495972024,68.23,-0.010937969078942015,-0.3530758773267444,-0.010819624362222058,0.027988805916613346,0.7159014823185457,0.023818291338868817,-0.03202750459419634,18.904999923706054,0.5000249999999999,91.7014,19.546499919891357,0.5000249999999999,217.29,9.6,0.2,-0.004676703606090626
2010-05-25,18.09000015258789,0.0003539373857135,-0.033498940558875916,-0.06950426055061928,64.78,-0.005226922549783833,0.12221938123242126,-0.006015893424638485,0.02618379808906597,0.8114767382503919,0.023329938883006843,-0.04917606828737253,18.716999816894532,0.5000249999999999,91.7014,19.44124984741211,0.5000249999999999,217.29,9.6,0.2,-0.03758984518739783
2010-05-26,17.40999984741211,-0.0056609945338124,-0.059274875662140715,-0.09963023536390296,71.52,0.0008291536496361909,0.5592461266803372,-0.004676703606090626,0.02568373137734544,1.23673293282236,0.023329948064467112,-0.054858896057667916,18.506999969482422,0.5000249999999999,91.7014,19.336499881744384,0.5000249999999999,217.29,9.6,0.2,0.04078121757863351
2010-05-27,18.1200008392334,0.032876173067238,0.0017137984616704823,-0.055758157097275406,74.56,0.019529015253749678,-0.2481357851620828,-0.03758984518739783,0.02136845792792948,0.9306225477285085,0.02419423781576052,-0.10717949500450719,18.088999938964843,0.5000249999999999,91.7014,19.189999866485596,0.5000249999999999,217.29,9.6,0.2,-0.008830118507186069
2010-05-28,17.959999084472656,-0.0123746883115906,-0.0031083981081252428,-0.058996164386430926,74.0,0.0035871205131651784,-0.19493115825402518,0.04078121757863351,0.028213916195891107,0.7645363826275131,0.026493145205139994,-0.019745726755008186,18.01599998474121,0.5000249999999999,91.7014,19.08599987030029,0.5000249999999999,217.29,9.6,0.2,-0.013641366613241113
2010-06-01,17.71500015258789,-0.0171653212798507,-0.01314688216656964,-0.06720198539213736,72.7,-0.0027839220272440767,-0.2854998227177742,-0.008830118507186069,0.02810157974999021,0.5511832789736836,0.02636045134980587,-0.01777417367522982,17.95099983215332,0.5000249999999999,91.9033,18.99124984741211,0.5000249999999999,217.199,9.4,0.18,0.01608805221322429
2010-06-02,18.0,0.025842707133391,0.00789517804024522,-0.04676163225226254,72.88,0.011007603338672976,0.3814300194273166,-0.013641366613241113,0.02849231383711628,0.7791737559024029,0.026394551915425567,-0.02530944174867833,17.85900001525879,0.5000249999999999,91.9033,18.882999897003174,0.5000249999999999,217.199,9.4,0.18,-0.002777735392252567
2010-06-03,17.950000762939453,0.0040513767112408,0.006109566632558052,-0.04621470359228508,74.62,-0.0041667090521918405,-0.1438267170088201,0.01608805221322429,0.029987287382673054,0.6959434671739521,0.026094415439934564,-0.004975132771074975,17.84099998474121,0.5000249999999999,91.9033,18.819749927520753,0.5000249999999999,217.199,9.4,0.18,-0.03314769890882663
2010-06-04,17.354999542236328,-0.0344114257719647,-0.0330938002148124,-0.0725203317202603,71.43,-0.02200559559747826,0.5132119264417068,-0.002777735392252567,0.02232566526312775,1.0615549704300797,0.023677756055261793,0.031016709951758648,17.94900016784668,0.5000249999999999,91.9033,18.71199998855591,0.5000249999999999,217.199,9.4,0.18,-0.007778751509228798
2010-06-07,17.219999313354492,-0.013532073204129,-0.03236685761160072,-0.07420602668231051,71.55,0.0028810801341419483,-0.21982183941950328,-0.03314769890882663,0.017828074825350718,0.8435278430587133,0.024073081772871294,-0.042218612669194244,17.795999908447264,0.5000249999999999,91.9033,18.60024995803833,0.5000249999999999,217.199,9.4,0.18,-0.028455272395868092
2010-06-08,16.729999542236328,0.0109760674921126,-0.05201724922758753,-0.09577345221717198,71.88,0.00029042208563596954,0.9128228782287824,-0.007778751509228798,0.017828844426050264,1.582396699177797,0.023824047001342694,-0.041202661962156384,17.647999954223632,0.5000249999999999,91.9033,18.501999950408937,0.5000249999999999,217.199,9.4,0.18,-0.01643751500626245
2010-06-09,16.454999923706055,-0.0059416747587099,-0.057074088477850164,-0.10468469380786041,74.38,0.003586453970876507,-0.3606201599418106,-0.028455272395868092,0.020041969520453336,1.0094657306100439,0.024342599861353776,-0.05560263064449755,17.45099983215332,0.5000249999999999,91.9033,18.37899990081787,0.5000249999999999,217.199,9.4,0.18,0.024612621605791585
2010-06-10,16.860000610351562,0.0295067928492038,-0.01645077642954132,-0.07465590939585993,75.48,0.007292667261609528,-0.1827354675965427,-0.01643751500626245,0.013009654358638535,0.8261402974795052,0.023406933257132227,-0.08583333757188583,17.141999816894533,0.5000249999999999,91.9033,18.220249938964844,0.5000249999999999,217.199,9.4,0.18,0.0240212790412484
2010-06-11,17.264999389648438,0.0043796786236438,0.020148877781597085,-0.043993496204646015,73.89,-0.0005931333641646538,-0.11772804986912377,0.024612621605791585,0.02288943267822159,0.7241918477498165,0.023546825431086355,-0.060724239903006794,16.923999786376953,0.5000249999999999,91.9033,18.05949993133545,0.5000249999999999,217.199,9.4,0.18,0.0031856534677179305
2010-06-14,17.31999969482422,-0.0018046635646612,0.024488344075679753,-0.03434434544661718,74.99,0.006081752290586038,-0.2048291946769104,0.0240212790412484,0.02408290828722302,0.6107204032482718,0.024528078553075414,-0.005185834339485829,16.905999755859376,0.5000249999999999,91.9033,17.935999870300293,0.5000249999999999,217.199,9.4,0.18,0.02569282347950619
2010-06-15,17.764999389648438,0.0234941911210408,0.04956868520708124,-0.005179924205708555,76.84,0.0028869021530134125,0.18305728088336792,0.0031856534677179305,0.023786812440876253,0.7295439984280279,0.02304285292431106,0.005807223313428089,16.92599983215332,0.5000249999999999,91.9033,17.857499885559083,0.5000249999999999,217.199,9.4,0.18,0.007880737506731794
