Date,Close,price_to_sma20,return_5d,volatility_5d,return_1d,sp500_return,price_to_sma5,gap,volatility_20d,volume_ratio,oil_price,sentiment_3d_avg,volume_change,sentiment_5d_avg,sma_20,Scaled_sentiment,industrial_output,Sentiment_gpt,sma_5,target
2013-01-25,67.0,-0.0015399203774091829,-0.0035874119326693155,0.007979871118169057,-0.013759324251655602,0.0054454816907181,-0.0021446479747562275,0.0031503011241510496,0.007979871118169057,1.126785621254467,95.15,0.45141388888888895,-0.07879088089810615,0.44585833333333336,67.103333791097,0.437525,98.1736,2.75,67.14400024414063,0.002238828744461241
2013-01-28,67.1500015258789,0.0009156508071534787,-0.003272853566021139,0.008035358612542141,0.00510045483366639,-0.00184962161256,0.0007451792232326667,0.0001492856153801306,0.007519076776092207,0.9519659934701796,95.95,0.3403027777777778,-0.1609068274545682,0.42085833333333333,67.08857182094029,0.250025,98.1736,2.0,67.1,0.0001489521370541258
2013-01-29,67.16000366210938,0.0009501742279830845,0.0011928109649426144,0.008061200137726973,0.002238828744461241,0.0051059951706642,0.000655630485403415,-0.0011913898620516878,0.006904058725174358,1.024780427503847,97.62,0.3541916666666667,0.0798333237158364,0.3958583333333333,67.09625053405762,0.375025,98.1736,2.5,67.11600036621094,-0.002084678549860719
2013-01-30,67.0199966430664,-0.0012419289273897134,-0.00029765768049372365,0.008025093479472388,0.0001489521370541258,-0.0038996213232838,-0.0013709082296577834,0.0017867050423524525,0.006393516669180221,0.9935116722118146,97.98,0.4166916666666667,-0.03121106351621583,0.4041916666666666,67.10333421495226,0.6250249999999999,98.1736,3.5,67.11200103759765,-0.002238046911330227
2013-01-31,66.87000274658203,-0.0033534199217016116,-0.008433196119359443,0.007258620740103843,-0.002084678549860719,-0.0025633010773032,-0.0019104801628685192,-0.0004476093822660396,0.006042467270533354,1.0052559163456245,97.65,0.5278027777777777,0.012353026564087655,0.45419166666666666,67.09500045776367,0.5833583333333334,98.1736,3.333333333333333,66.99800109863281,0.011813980605342778
2013-02-01,67.66000366210938,0.008728460728979008,0.003150301124151156,0.003098379737716539,-0.002238046911330227,0.0100527055696888,0.009248250866870596,0.007028466756457802,0.005749482617461477,1.466443734258926,97.46,0.6111361111111111,0.5233736252706442,0.49169166666666664,67.07454612038352,0.6250249999999999,98.6434,3.5,67.04000091552734,-0.017440145452380484
2013-02-04,66.4800033569336,-0.0095843107188615,0.00985080092700552,0.005797420691649266,0.011813980605342778,-0.0115387448209643,-0.010301885816093573,-0.005764218119032982,0.006519463311226024,1.3044730216515978,96.21,0.5694694444444445,-0.08729348955588023,0.5416916666666667,67.12333424886067,0.5000249999999999,98.6434,3.0,67.17200164794922,0.014741210560375917
2013-02-05,67.45999908447266,0.005757114629463487,-0.009977634456003748,0.010415108963478628,-0.017440145452380484,0.0104165102405513,0.006294893308773781,0.004362112988710723,0.008192685473368563,0.9486574050135175,96.68,0.5416916666666666,-0.2756266539063644,0.5666916666666666,67.07384725717398,0.5000249999999999,98.6434,3.0,67.03800201416016,-0.0032612099568463115
2013-02-06,67.23999786376953,0.0020650578413383483,0.004466876206150827,0.012901488013817219,0.014741210560375917,0.0005491705981217,0.0021162592448617334,-0.003261209956846307,0.00890959859435405,1.1637514949598498,96.44,0.4444694444444444,0.24125363393820676,0.5083583333333334,67.10142953055245,0.3333583333333333,98.6434,2.333333333333333,67.0980010986328,0.000892403181062873
2013-02-07,67.30000305175781,0.0028212449615631296,0.003282620586730234,0.012981348721284036,-0.0032612099568463115,-0.001805399358229,0.002353246936708687,0.00118979526466931,0.00862456907512191,1.211184823177403,95.84,0.4028027777777778,0.05562106016534685,0.4666916666666666,67.1106674194336,0.375025,98.6434,2.5,67.14200134277344,0.01025252274477717
2013-02-08,67.98999786376953,0.012924085898615623,0.006430391618277076,0.012877903806410325,0.000892403181062873,0.0056579406115184,0.011334510085819267,0.005051951299751755,0.008311827915029806,1.0455262279135047,95.71,0.4028027777777778,-0.13431077906640676,0.44169166666666665,67.12250089645386,0.5000249999999999,98.6434,3.0,67.22800140380859,0.000294223754809142
2013-02-11,68.01000213623047,0.01245240505878528,0.004877241853372238,0.012576085118933506,0.01025252274477717,-0.0006061174841773,0.010639906819214432,0.0005883352961341894,0.008397086877317654,0.47747265339983036,97.01,0.45835833333333326,-0.5569367325012802,0.44169166666666665,67.17353012982537,0.5000249999999999,98.6434,3.0,67.29400024414062,-0.004117023533332764
2013-02-12,67.7300033569336,0.007587065665575521,0.02301442090913053,0.007564364859422365,0.000294223754809142,0.0015952722327035,0.00192312658185798,-0.0013233930959871136,0.008132476329982784,0.6096432416895217,97.48,0.4722472222222222,0.2497110547069754,0.42502499999999993,67.22000079684787,0.4166916666666666,98.6434,2.6666666666666665,67.6,0.003543449754531247
2013-02-13,67.97000122070312,0.010753786366661699,0.004002435163434237,0.005707108260386411,-0.004117023533332764,0.0005922630933568,0.004670830434560486,0.002952856021403306,0.007981303786692834,0.6609418069808668,97.03,0.5555805555555555,0.06513766043004998,0.5083583333333334,67.24684303685238,0.7500249999999999,98.6434,4.0,67.65400085449218,-0.00029431031486937265
2013-02-14,67.94999694824219,0.00991329151225193,0.010856683226144748,0.005288925805132342,0.003543449754531247,0.0006906716689645,0.0022123218139755217,-0.004560799662003349,0.007783520969777538,0.6977967299437031,97.3,0.5555805555555555,0.041886042384027045,0.5333583333333334,67.28300094604492,0.5000249999999999,98.6434,3.0,67.80000152587891,-0.0029432959120591073
2013-02-15,67.75,0.006155731797079556,0.009658155527637824,0.005386493577780459,-0.00029431031486937265,-0.0010450813177572,-0.0026497910255723423,-0.000147086199923605,0.00758035092555015,0.7291167802541905,95.95,0.5833583333333333,0.03492001241890952,0.5333583333333334,67.33550071716309,0.5000249999999999,98.6434,3.0,67.93000030517578,0.0072324407936461554
2013-02-19,68.23999786376953,0.013034013228372355,-0.0035298995633212815,0.002994507458998954,-0.0029432959120591073,0.0073364754717224,0.005273815260083696,0.0019187786482357011,0.007563872124167642,0.6829249814054358,96.69,0.5000249999999999,-0.07488473805538887,0.5333583333333334,67.36200065612793,0.5000249999999999,98.6434,3.0,67.88200073242187,-0.015386803271293048
2013-02-20,67.19000244140625,-0.003418813583980616,0.003381792682175755,0.0046963475989883945,0.0072324407936461554,-0.01240413795523,-0.0108644069875407,-0.00029303405176428076,0.007684338476646981,1.103363397824225,94.92,0.4166916666666666,0.6299490111578094,0.500025,67.42050056457519,0.250025,98.6434,2.0,67.9279998779297,-0.01071589811789353
2013-02-21,66.47000122070312,-0.014105389140081364,-0.007972846430873037,0.008632029169776668,-0.015386803271293048,-0.0063030573328013,-0.01990561014738726,-0.0037207916492935857,0.008497417899916199,1.2984487343865387,92.79,0.5000249999999999,0.200398949746468,0.5000249999999999,67.42100067138672,0.7500249999999999,98.6434,4.0,67.81999969482422,0.010079707486700507
2013-02-22,67.13999938964844,-0.003340035965575816,-0.022068559262333975,0.008872576310118778,-0.01071589811789353,0.0087724679218301,-0.005627966630528779,0.005716823325401303,0.008695927528549257,0.6407604188102034,93.12,0.5000249999999999,-0.520930922286482,0.5000249999999999,67.36500091552735,0.5000249999999999,98.6434,3.0,67.51999969482422,-0.01236225556449222
2013-02-25,66.30999755859375,-0.01601156170995207,-0.011920494407243742,0.011029723914161283,0.010079707486700507,-0.0183095806591523,-0.015558695651041333,0.006404532455835533,0.008456485103093058,1.1908414182231244,92.74,0.5000249999999999,0.8630553532410778,0.45002499999999995,67.3890007019043,0.250025,98.6434,2.0,67.35800018310547,0.0037701705505130967
2013-02-26,66.55999755859375,-0.011795841620093709,-0.021254648581642055,0.01192507851044692,-0.01236225556449222,0.0061094639711458,-0.0076040277106162795,0.0013573212275513314,0.008837760233765682,1.20851844593707,92.63,0.33335833333333326,0.028372052111533597,0.40002499999999996,67.35450057983398,0.250025,98.6434,2.0,67.06999969482422,0.010216351113552458
2013-02-27,67.23999786376953,-0.0012625698807063861,-0.024618997036454204,0.011169644320758473,0.0037701705505130967,0.0127259940771098,0.007582315352851468,0.0,0.008869135403884315,1.0422613539287469,92.84,0.250025,-0.13659928532056032,0.40002499999999996,67.32500038146972,0.250025,98.6434,2.0,66.73399963378907,-0.0020820849806104658
2013-02-28,67.0999984741211,-0.003401233006880286,0.0007440902001287775,0.011041389128654024,0.010216351113552458,-0.0008640799292052,0.005333809221741574,0.00014875277436405353,0.009182313487576777,0.8260327904701051,92.03,0.33335833333333337,-0.2141526438173338,0.350025,67.32900009155273,0.5000249999999999,98.6434,3.0,66.74399871826172,0.004172858206619168
