Date,Close,sp500_return,price_to_sma20,volume_ratio,price_to_sma5,volume_change,oil_price,return_1d,volatility_20d,return_5d,gap,volatility_5d,sma_5,sentiment_5d_avg,industrial_output,sma_20,cpi,sentiment_3d_avg,unemployment_rate,fed_rate,Scaled_sentiment,target
2010-01-06,9.89057159423828,0.0005455206301101,0.014724206707602213,0.959643240497883,-0.008940715118073633,-0.0117895560699951,83.12,-0.010460254021196214,0.015499615171793754,-0.009216554865270732,-0.0008457236916171471,0.011814350351187108,9.979798126220704,0.5093659974820651,89.1897,9.747053956985473,217.488,0.5083182444210181,9.8,0.11,0.5079072082424272,-0.011489327564435214
2010-01-07,9.776935577392578,0.0040012018741766,0.0022434595523472393,0.9503910964350059,-0.018837693057230497,-0.04355777570376296,82.6,-0.006342592348629772,0.014596650673851587,-0.007601392245733973,-0.0004254163719348363,0.011623967772283705,9.964646530151366,0.5086284779784964,89.1897,9.75505051612854,217.488,0.5079137781178488,9.8,0.11,0.5075227884102389,0.012053422500892585
2010-01-08,9.894781112670898,0.0028817272914287,0.012903642823603786,1.1743158882496443,-0.0022069402243153203,0.20872391539874702,82.74,-0.011489327564435214,0.01377621802145244,-0.023949643796735365,-0.0017218338916058294,0.011653885749222279,9.916666603088379,0.5079269277255586,89.1897,9.768728923797607,217.488,0.5075290378690552,9.8,0.11,0.5071571169544997,-0.002552086997840264
2010-01-11,9.869528770446776,0.0017467554316374,0.008602172712259123,0.7324624424847762,-0.004584396772595245,-0.3986671731605481,82.54,0.012053422500892585,0.013942302903534697,-0.0008500367431198974,0.0008507599203117365,0.012982144774695937,9.914982986450195,0.507412424251916,89.1897,9.785353469848634,217.488,0.5069478584387576,9.8,0.11,0.5061636699515342,-0.011087403931084094
2010-01-12,9.760101318359377,-0.0093811661483642,-0.0045501027768484045,1.020662268577156,-0.011845867618385537,0.395017521610022,80.79,-0.002552086997840264,0.013778937918482809,-0.01882845723815374,-0.0025586168105345307,0.009524036171862076,9.877104187011719,0.5069230134087795,89.1897,9.804713773727418,217.488,0.5063950234637439,9.8,0.11,0.5058642834851976,0.017680019792444934
2010-01-13,9.932660102844238,0.008325925658531,0.011985182494657676,0.9749827837668841,0.009582511857699273,-0.03721185233559521,79.66,-0.011087403931084094,0.014018620569349013,-0.019450303553198767,0.00603710614441275,0.009637817949377622,9.838383674621582,0.5064574714141183,89.1897,9.815025234222412,217.488,0.5058691505686177,9.8,0.11,0.5055794982691211,-0.030508444958396663
2010-01-14,9.629630088806152,0.0024264254383745,-0.020862261801514348,1.5946375989530213,-0.022055008447553443,0.7097141510070415,79.35,0.017680019792444934,0.014472075516168097,0.004255417212740031,-0.0042373853700990605,0.013370451597055903,9.846801376342773,0.5060146341704559,89.1897,9.834806394577026,217.488,0.5055841279820817,9.8,0.11,0.5053086021919264,-0.01791956522664917
2010-01-15,9.457071304321287,-0.0108231301598693,-0.03931245694707285,2.2945432542465407,-0.036697207602000535,0.5264895852788722,77.96,-0.030508444958396663,0.016031142071560506,-0.015066631811203046,0.004807673738553859,0.019212765655204047,9.817340278625489,0.5055933943540192,89.1897,9.844065713882447,217.488,0.5053130061111214,9.8,0.11,0.5050509178723168,0.0351579162640534
2010-01-19,9.789562225341797,0.0124996265993635,-0.0046430211455591374,1.7204335310806604,0.006142358396276653,-0.22415406201532972,78.98,-0.01791956522664917,0.015915532621110104,-0.04423643164668856,-0.008455841793511167,0.018026737821321907,9.729798316955566,0.5051886350686143,89.1897,9.835227394104004,217.488,0.504833131196251,9.8,0.11,0.50413987352451,-0.044281984588557366
2010-01-20,9.356060981750488,-0.0105978296629707,-0.04967507460559529,3.0008755108703755,-0.03682841336550045,0.8500517341044753,77.42,0.0351579162640534,0.01779325895913599,-0.008102367090152218,-0.0030094202686771817,0.02699329079079992,9.713805007934571,0.5048036161264975,89.1897,9.845117950439453,217.488,0.5043766600571465,9.8,0.11,0.503939188774613,0.08547000619028045
