PERMNO,date,PERMCO,PRC,VOL,RET,SHROUT,CFACPR,CFACSHR
22111,2011-01-20,21018,62.86000,11523500,0.004795,2746254,1,1
22111,2011-01-21,21018,62.66000,12934600,-0.003182,2746254,1,1
22111,2011-01-24,21018,62.22000,11381800,-0.007022,2746254,1,1
22111,2011-01-25,21018,61.08000,28056600,-0.018322,2746254,1,1
22111,2011-01-26,21018,60.60000,20266900,-0.007859,2746254,1,1
22111,2011-01-27,21018,60.68000,11223900,0.001320,2746254,1,1
22111,2011-01-28,21018,60.01000,15299900,-0.011042,2746254,1,1
22111,2011-01-31,21018,59.77000,19056200,-0.003999,2746254,1,1
22111,2011-02-01,21018,60.63000,14780400,0.014388,2746254,1,1
22111,2011-02-02,21018,60.62000,9994300,-0.000165,2746254,1,1
22111,2011-02-03,21018,60.80000,10084800,0.002969,2746254,1,1
22111,2011-02-04,21018,60.84000,9726200,0.000658,2746254,1,1
22111,2011-02-07,21018,60.87000,8220000,0.000493,2746254,1,1
22111,2011-02-08,21018,60.94000,7867900,0.001150,2746254,1,1
22111,2011-02-09,21018,60.88000,8542100,-0.000985,2746254,1,1
22111,2011-02-10,21018,60.93000,8636000,0.000821,2746254,1,1
22111,2011-02-11,21018,60.70000,9631200,-0.003775,2746254,1,1
22111,2011-02-14,21018,60.70000,8132500,0.000000,2746254,1,1
22111,2011-02-15,21018,60.62000,8573100,-0.001318,2746254,1,1
22111,2011-02-16,21018,60.52000,9426500,-0.001650,2746254,1,1
22111,2011-02-17,21018,60.79000,7141300,0.004461,2746254,1,1
22111,2011-02-18,21018,61.11000,12393000,0.005264,2746254,1,1
22111,2011-02-22,21018,60.65000,11050800,-0.007527,2746254,1,1
22111,2011-02-23,21018,60.39000,12100800,-0.004287,2746254,1,1
22111,2011-02-24,21018,60.25000,11769100,-0.002318,2746254,1,1
22111,2011-02-25,21018,59.64000,11866100,-0.001162,2746254,1,1
22111,2011-02-28,21018,61.44000,20033500,0.030181,2735214,1,1
22111,2011-03-01,21018,60.70000,14035900,-0.012044,2735214,1,1
22111,2011-03-02,21018,60.81000,10264600,0.001812,2735214,1,1
22111,2011-03-03,21018,61.05000,7803200,0.003947,2735214,1,1
22111,2011-03-04,21018,61.06000,11439500,0.000164,2735214,1,1
22111,2011-03-07,21018,60.40000,9589500,-0.010809,2735214,1,1
22111,2011-03-08,21018,60.71000,8886900,0.005132,2735214,1,1
22111,2011-03-09,21018,60.40000,10077400,-0.005106,2735214,1,1
22111,2011-03-10,21018,59.61000,14858300,-0.013079,2735214,1,1
22111,2011-03-11,21018,59.69000,10432100,0.001342,2735214,1,1
22111,2011-03-14,21018,59.13000,11789700,-0.009382,2735214,1,1
22111,2011-03-15,21018,58.48000,16030800,-0.010993,2735214,1,1
22111,2011-03-16,21018,57.66000,17015300,-0.014022,2735214,1,1
22111,2011-03-17,21018,58.13000,12460200,0.008151,2735214,1,1
22111,2011-03-18,21018,58.57000,14391000,0.007569,2735214,1,1
22111,2011-03-21,21018,58.83000,10694400,0.004439,2735214,1,1
22111,2011-03-22,21018,58.79000,10158000,-0.000680,2735214,1,1
22111,2011-03-23,21018,58.72000,9901500,-0.001191,2735214,1,1
22111,2011-03-24,21018,59.03000,8659300,0.005279,2735214,1,1
22111,2011-03-25,21018,58.98000,8084800,-0.000847,2735214,1,1
22111,2011-03-28,21018,59.24000,8384600,0.004408,2735214,1,1
22111,2011-03-29,21018,59.22000,9285900,-0.000338,2735214,1,1
22111,2011-03-30,21018,59.38000,10749300,0.002702,2735214,1,1
22111,2011-03-31,21018,59.25000,9693400,-0.002189,2740286,1,1
22111,2011-04-01,21018,59.49000,9915900,0.004051,2740286,1,1
22111,2011-04-04,21018,60.15000,9421900,0.011094,2740286,1,1
22111,2011-04-05,21018,59.80000,10603700,-0.005819,2740286,1,1
22111,2011-04-06,21018,59.66000,10012200,-0.002341,2740286,1,1
22111,2011-04-07,21018,59.48000,9243700,-0.003017,2740286,1,1
22111,2011-04-08,21018,59.46000,7860000,-0.000336,2740286,1,1
22111,2011-04-11,21018,59.86000,9848000,0.006727,2740286,1,1
22111,2011-04-12,21018,59.94000,9223600,0.001336,2740286,1,1
22111,2011-04-13,21018,59.60000,10514600,-0.005672,2740286,1,1
22111,2011-04-14,21018,60.02000,10431400,0.007047,2740286,1,1
22111,2011-04-15,21018,60.56000,18614100,0.008997,2740286,1,1
22111,2011-04-18,21018,60.46000,20044100,-0.001651,2740286,1,1
22111,2011-04-19,21018,62.69000,26100000,0.036884,2740286,1,1
22111,2011-04-20,21018,64.39000,26743900,0.027118,2740286,1,1
22111,2011-04-21,21018,64.07000,11697800,-0.004970,2740286,1,1
22111,2011-04-25,21018,64.11000,7227400,0.000624,2740286,1,1
22111,2011-04-26,21018,64.95000,14538500,0.013102,2740286,1,1
22111,2011-04-27,21018,65.57000,23779700,0.009546,2740286,1,1
22111,2011-04-28,21018,65.38000,13095500,-0.002898,2740286,1,1
22111,2011-04-29,21018,65.72000,12103900,0.005200,2740286,1,1
22111,2011-05-02,21018,66.21000,15462800,0.007456,2740286,1,1
22111,2011-05-03,21018,66.26000,13107200,0.000755,2740286,1,1
22111,2011-05-04,21018,65.67000,13421600,-0.008904,2740286,1,1
22111,2011-05-05,21018,65.01000,14936400,-0.010050,2740286,1,1
22111,2011-05-06,21018,65.27000,11912100,0.003999,2740286,1,1
22111,2011-05-09,21018,65.63000,9006100,0.005516,2740286,1,1
22111,2011-05-10,21018,65.76000,9696800,0.001981,2740286,1,1
22111,2011-05-11,21018,66.57000,19995100,0.012317,2740286,1,1
22111,2011-05-12,21018,67.19000,15635500,0.009314,2740286,1,1
22111,2011-05-13,21018,66.62000,11707000,-0.008483,2740286,1,1
22111,2011-05-16,21018,66.37000,11500200,-0.003753,2740286,1,1
22111,2011-05-17,21018,66.40000,10794800,0.000452,2740286,1,1
22111,2011-05-18,21018,66.50000,9024400,0.001506,2740286,1,1
22111,2011-05-19,21018,66.39000,9694200,-0.001654,2740286,1,1
22111,2011-05-20,21018,65.69000,12371500,-0.010544,2740286,1,1
22111,2011-05-23,21018,65.56000,12025800,-0.001979,2740286,1,1
22111,2011-05-24,21018,65.78000,11018100,0.003356,2740286,1,1
22111,2011-05-25,21018,66.29000,14769100,0.007753,2740286,1,1
22111,2011-05-26,21018,65.51000,12053800,-0.003168,2740286,1,1
22111,2011-05-27,21018,66.77000,16386000,0.019234,2740286,1,1
22111,2011-05-31,21018,67.29000,16473800,0.007788,2741143,1,1
22111,2011-06-01,21018,66.48000,11004500,-0.012037,2741143,1,1
22111,2011-06-02,21018,66.48000,9582900,0.000000,2741143,1,1
22111,2011-06-03,21018,66.09000,10364900,-0.005867,2741143,1,1
22111,2011-06-06,21018,66.05000,8391700,-0.000605,2741143,1,1
22111,2011-06-07,21018,65.50000,10451800,-0.008327,2741143,1,1
22111,2011-06-08,21018,66.14000,10020800,0.009771,2741143,1,1
22111,2011-06-09,21018,66.78000,14054400,0.009676,2741143,1,1
22111,2011-06-10,21018,66.09000,9313200,-0.010332,2741143,1,1
22111,2011-06-13,21018,66.59000,8146200,0.007565,2741143,1,1
22111,2011-06-14,21018,67.10000,11389000,0.007659,2741143,1,1
22111,2011-06-15,21018,66.16000,12623800,-0.014009,2741143,1,1
22111,2011-06-16,21018,66.32000,11684500,0.002418,2741143,1,1
22111,2011-06-17,21018,66.29000,14358400,-0.000452,2741143,1,1
22111,2011-06-20,21018,66.51000,9309200,0.003319,2741143,1,1
22111,2011-06-21,21018,66.49000,9811400,-0.000301,2741143,1,1
22111,2011-06-22,21018,66.07000,7993500,-0.006317,2741143,1,1
22111,2011-06-23,21018,65.67000,16234700,-0.006054,2741143,1,1
22111,2011-06-24,21018,65.06000,13186200,-0.009289,2741143,1,1
22111,2011-06-27,21018,65.25000,7204400,0.002920,2741143,1,1
22111,2011-06-28,21018,65.91000,7724500,0.010115,2741143,1,1
22111,2011-06-29,21018,66.31000,9227200,0.006069,2741143,1,1
22111,2011-06-30,21018,66.52000,9747100,0.003167,2741143,1,1
22111,2011-07-01,21018,67.30000,9216900,0.011726,2741143,1,1
22111,2011-07-05,21018,67.62000,9773300,0.004755,2741143,1,1
22111,2011-07-06,21018,67.55000,7100300,-0.001035,2741143,1,1
22111,2011-07-07,21018,67.92000,8415200,0.005477,2741143,1,1
22111,2011-07-08,21018,67.57000,7866200,-0.005153,2741143,1,1
22111,2011-07-11,21018,67.27000,8919000,-0.004440,2741143,1,1
22111,2011-07-12,21018,67.03000,10528800,-0.003568,2741143,1,1
22111,2011-07-13,21018,67.63000,9031700,0.008951,2741143,1,1
22111,2011-07-14,21018,67.66000,9637700,0.000444,2741143,1,1
22111,2011-07-15,21018,67.45000,10245600,-0.003104,2741143,1,1
22111,2011-07-18,21018,67.09000,10364300,-0.005337,2741143,1,1
